flight_id,airline,flight_number,aircraft_type,departure_airport,arrival_airport,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,gate,terminal,created_at
FL2497-125,JetBlue Airways,985,Boeing 777,ORD,LAX,2024-03-25 01:15:33,2024-03-25 01:31:33,2024-03-25 03:15:33,2024-03-25 03:20:33,C8,4,2024-04-06 03:53:57
FL5306-157,American Airlines,626,Airbus A380,JFK,JFK,2024-07-02 04:12:11,2024-07-02 03:42:11,2024-07-02 06:12:11,2024-07-02 06:52:11,C15,3,2024-03-03 06:32:02
FL4837-619,American Airlines,730,Boeing 777,SFO,LAX,2024-03-01 23:55:28,2024-03-01 23:11:28,2024-03-02 01:55:28,2024-03-02 01:18:28,C1,2,2024-02-08 15:26:54
FL9847-302,Delta Air Lines,162,Airbus A320,ORD,ORD,2024-05-27 16:55:36,2024-05-27 17:00:36,2024-05-27 18:55:36,2024-05-27 18:10:36,A7,3,2024-01-27 15:32:42
FL2459-489,United Airlines,366,Boeing 777,JFK,JFK,2024-05-10 19:47:45,2024-05-10 19:09:45,2024-05-10 21:47:45,2024-05-10 21:46:45,A10,1,2024-03-06 21:40:12
FL7783-668,Southwest Airlines,795,Airbus A380,ATL,LAX,2024-03-10 12:41:22,2024-03-10 12:07:22,2024-03-10 14:41:22,2024-03-10 15:20:22,C14,3,2024-02-21 20:19:57
FL3542-520,JetBlue Airways,688,Boeing 777,LAX,ORD,2024-06-29 14:08:05,2024-06-29 14:17:05,2024-06-29 16:08:05,2024-06-29 16:00:05,B10,4,2024-06-06 16:48:57
FL1636-850,Southwest Airlines,824,Airbus A380,LAX,ATL,2024-01-14 01:38:34,2024-01-14 01:09:34,2024-01-14 03:38:34,2024-01-14 03:36:34,A12,1,2024-01-31 06:48:20
FL3907-618,Delta Air Lines,826,Airbus A320,JFK,ATL,2024-07-06 23:28:36,2024-07-07 00:04:36,2024-07-07 01:28:36,2024-07-07 00:56:36,B10,1,2024-01-05 07:58:32
FL8776-392,Delta Air Lines,984,Airbus A320,JFK,SFO,2024-02-15 08:44:37,2024-02-15 09:13:37,2024-02-15 10:44:37,2024-02-15 10:51:37,C14,4,2024-02-05 10:34:39
FL1727-878,American Airlines,797,Boeing 777,SFO,ATL,2024-06-02 17:31:58,2024-06-02 17:21:58,2024-06-02 19:31:58,2024-06-02 18:51:58,A9,1,2024-01-12 05:34:25
FL1138-246,Delta Air Lines,469,Airbus A380,SFO,JFK,2024-07-05 10:44:47,2024-07-05 10:14:47,2024-07-05 12:44:47,2024-07-05 12:06:47,B3,1,2024-03-25 01:31:17
FL8537-393,American Airlines,449,Airbus A320,ATL,SFO,2024-02-07 09:51:26,2024-02-07 09:53:26,2024-02-07 11:51:26,2024-02-07 11:23:26,C4,2,2024-03-25 18:37:40
FL4286-481,Delta Air Lines,827,Airbus A380,JFK,JFK,2024-03-18 06:01:08,2024-03-18 06:04:08,2024-03-18 08:01:08,2024-03-18 07:39:08,C2,3,2024-03-28 02:17:05
FL2462-258,American Airlines,880,Boeing 737,ORD,ORD,2024-05-15 19:03:48,2024-05-15 19:12:48,2024-05-15 21:03:48,2024-05-15 20:52:48,C10,3,2024-07-04 23:05:31
FL5174-896,United Airlines,649,Boeing 737,LAX,JFK,2024-03-11 15:03:17,2024-03-11 15:04:17,2024-03-11 17:03:17,2024-03-11 16:19:17,B13,2,2024-06-01 15:01:11
FL8929-675,United Airlines,703,Boeing 777,JFK,LAX,2024-02-24 22:23:48,2024-02-24 22:17:48,2024-02-25 00:23:48,2024-02-25 00:54:48,B13,4,2024-06-08 05:07:22
FL3632-412,United Airlines,373,Boeing 737,ORD,JFK,2024-03-27 09:43:36,2024-03-27 09:36:36,2024-03-27 11:43:36,2024-03-27 11:45:36,C5,3,2024-01-01 13:43:13
FL4368-437,United Airlines,387,Boeing 777,JFK,SFO,2024-01-24 21:32:40,2024-01-24 21:12:40,2024-01-24 23:32:40,2024-01-24 23:24:40,A1,3,2024-03-11 08:41:14
FL9889-282,United Airlines,778,Boeing 737,ATL,LAX,2024-05-23 12:28:14,2024-05-23 12:15:14,2024-05-23 14:28:14,2024-05-23 14:42:14,C9,1,2024-04-01 09:26:45
FL7863-246,Delta Air Lines,835,Boeing 777,ORD,ATL,2024-07-10 06:02:33,2024-07-10 05:50:33,2024-07-10 08:02:33,2024-07-10 08:07:33,B2,4,2024-02-22 07:45:42
FL8898-274,Southwest Airlines,475,Boeing 737,ORD,JFK,2024-06-21 17:48:59,2024-06-21 17:54:59,2024-06-21 19:48:59,2024-06-21 20:33:59,B5,1,2024-04-17 00:09:15
FL6019-502,United Airlines,524,Boeing 777,ORD,SFO,2024-05-31 02:21:24,2024-05-31 02:34:24,2024-05-31 04:21:24,2024-05-31 04:21:24,A7,3,2024-05-08 10:46:08
FL9176-754,Delta Air Lines,256,Airbus A320,ORD,LAX,2024-02-11 16:34:04,2024-02-11 16:50:04,2024-02-11 18:34:04,2024-02-11 17:53:04,C10,4,2024-06-16 16:12:47
FL6594-852,Southwest Airlines,760,Airbus A320,SFO,SFO,2024-02-01 10:50:35,2024-02-01 10:45:35,2024-02-01 12:50:35,2024-02-01 13:32:35,A13,4,2024-03-29 08:06:42
FL8322-354,JetBlue Airways,641,Boeing 777,ATL,LAX,2024-06-29 21:44:02,2024-06-29 21:17:02,2024-06-29 23:44:02,2024-06-29 23:57:02,C11,2,2024-04-12 04:32:11
FL4897-244,United Airlines,662,Boeing 777,JFK,ATL,2024-03-11 11:11:59,2024-03-11 11:42:59,2024-03-11 13:11:59,2024-03-11 13:22:59,B4,3,2024-06-09 23:48:48
FL1457-686,Southwest Airlines,900,Airbus A320,JFK,SFO,2024-06-20 06:27:31,2024-06-20 06:09:31,2024-06-20 08:27:31,2024-06-20 08:52:31,C8,1,2024-02-21 00:10:47
FL3445-526,Delta Air Lines,422,Airbus A320,ORD,ORD,2024-01-14 14:07:07,2024-01-14 13:24:07,2024-01-14 16:07:07,2024-01-14 16:16:07,A6,1,2024-05-18 12:09:39
FL6907-555,Delta Air Lines,543,Airbus A380,LAX,JFK,2024-05-09 19:44:14,2024-05-09 19:44:14,2024-05-09 21:44:14,2024-05-09 21:11:14,A10,2,2024-05-28 00:43:10
FL9917-645,JetBlue Airways,394,Boeing 737,JFK,ATL,2024-04-26 16:30:04,2024-04-26 17:03:04,2024-04-26 18:30:04,2024-04-26 18:28:04,B11,3,2024-03-28 08:33:07
FL3958-207,Southwest Airlines,955,Boeing 777,SFO,ORD,2024-01-11 09:07:21,2024-01-11 09:18:21,2024-01-11 11:07:21,2024-01-11 10:29:21,B11,2,2024-03-03 09:01:15
FL8933-190,Southwest Airlines,178,Airbus A320,JFK,JFK,2024-05-11 19:47:50,2024-05-11 19:18:50,2024-05-11 21:47:50,2024-05-11 21:07:50,C11,4,2024-04-22 23:15:29
FL6056-496,United Airlines,973,Airbus A380,ATL,ATL,2024-06-02 19:12:56,2024-06-02 19:32:56,2024-06-02 21:12:56,2024-06-02 21:06:56,A11,4,2024-06-11 15:30:31
FL8358-322,Delta Air Lines,257,Airbus A320,LAX,LAX,2024-01-07 16:37:06,2024-01-07 16:45:06,2024-01-07 18:37:06,2024-01-07 18:08:06,C12,2,2024-03-24 00:42:55
FL5554-575,American Airlines,592,Airbus A320,ORD,ORD,2024-01-17 10:29:17,2024-01-17 11:13:17,2024-01-17 12:29:17,2024-01-17 11:58:17,C5,3,2024-02-03 18:35:47
FL6310-904,Delta Air Lines,761,Airbus A320,SFO,ATL,2024-02-01 10:58:44,2024-02-01 11:40:44,2024-02-01 12:58:44,2024-02-01 13:42:44,C3,3,2024-02-17 08:49:45
FL7210-586,United Airlines,211,Boeing 737,SFO,JFK,2024-05-30 16:00:22,2024-05-30 16:03:22,2024-05-30 18:00:22,2024-05-30 18:29:22,C5,2,2024-05-28 04:45:54
FL3671-854,United Airlines,691,Boeing 737,ORD,LAX,2024-01-14 17:30:14,2024-01-14 17:50:14,2024-01-14 19:30:14,2024-01-14 18:51:14,C14,3,2024-01-17 21:39:55
FL7851-264,United Airlines,773,Boeing 737,ORD,LAX,2024-02-23 06:41:25,2024-02-23 07:09:25,2024-02-23 08:41:25,2024-02-23 09:05:25,A10,2,2024-01-17 20:48:38
FL8447-908,Delta Air Lines,849,Boeing 777,JFK,ATL,2024-02-12 13:46:51,2024-02-12 13:06:51,2024-02-12 15:46:51,2024-02-12 16:15:51,B4,2,2024-06-21 07:31:05
FL6468-382,Delta Air Lines,193,Airbus A320,JFK,LAX,2024-03-08 02:15:55,2024-03-08 02:03:55,2024-03-08 04:15:55,2024-03-08 03:43:55,B2,2,2024-04-16 01:07:41
FL1276-553,United Airlines,547,Boeing 777,LAX,SFO,2024-02-18 11:56:47,2024-02-18 11:31:47,2024-02-18 13:56:47,2024-02-18 14:40:47,B12,2,2024-05-07 15:24:10
FL1809-301,American Airlines,258,Boeing 737,JFK,ORD,2024-06-07 17:36:44,2024-06-07 17:45:44,2024-06-07 19:36:44,2024-06-07 19:35:44,C11,3,2024-06-26 03:31:15
FL2828-762,United Airlines,675,Airbus A320,LAX,JFK,2024-04-18 08:46:25,2024-04-18 09:21:25,2024-04-18 10:46:25,2024-04-18 11:01:25,B7,3,2024-02-21 12:29:11
FL3059-328,American Airlines,405,Boeing 737,ATL,SFO,2024-06-30 02:27:42,2024-06-30 02:50:42,2024-06-30 04:27:42,2024-06-30 04:33:42,B2,4,2024-02-24 05:01:44
FL3323-552,JetBlue Airways,463,Airbus A380,LAX,ATL,2024-07-04 01:34:12,2024-07-04 01:02:12,2024-07-04 03:34:12,2024-07-04 04:14:12,C11,3,2024-04-02 11:02:26
FL9165-928,United Airlines,640,Boeing 737,JFK,LAX,2024-04-03 13:21:22,2024-04-03 13:53:22,2024-04-03 15:21:22,2024-04-03 14:59:22,C15,4,2024-01-15 10:56:51
FL6478-502,United Airlines,536,Boeing 777,ORD,JFK,2024-04-18 05:49:16,2024-04-18 05:38:16,2024-04-18 07:49:16,2024-04-18 07:33:16,B7,2,2024-04-25 15:50:51
FL6459-140,JetBlue Airways,967,Boeing 737,SFO,JFK,2024-04-08 02:37:51,2024-04-08 01:54:51,2024-04-08 04:37:51,2024-04-08 05:21:51,C10,4,2024-01-03 14:12:26
FL3208-520,Delta Air Lines,840,Airbus A320,JFK,SFO,2024-06-18 01:34:48,2024-06-18 01:33:48,2024-06-18 03:34:48,2024-06-18 03:22:48,C4,3,2024-04-30 19:31:04
FL4346-620,Southwest Airlines,805,Airbus A320,JFK,ORD,2024-05-14 22:23:52,2024-05-14 22:50:52,2024-05-15 00:23:52,2024-05-15 01:01:52,C2,3,2024-05-22 23:14:56
FL6812-869,JetBlue Airways,237,Boeing 737,ORD,JFK,2024-07-02 01:02:37,2024-07-02 00:46:37,2024-07-02 03:02:37,2024-07-02 03:28:37,C8,3,2024-05-05 04:09:02
FL1475-966,Delta Air Lines,289,Airbus A380,LAX,LAX,2024-02-21 09:51:38,2024-02-21 09:59:38,2024-02-21 11:51:38,2024-02-21 12:05:38,C13,1,2024-02-20 19:30:39
FL8774-244,JetBlue Airways,729,Airbus A380,JFK,ORD,2024-01-08 15:49:08,2024-01-08 15:51:08,2024-01-08 17:49:08,2024-01-08 17:19:08,B8,1,2024-03-27 05:50:21
FL7954-238,JetBlue Airways,859,Boeing 737,SFO,LAX,2024-03-24 18:54:21,2024-03-24 19:20:21,2024-03-24 20:54:21,2024-03-24 20:57:21,A15,3,2024-01-17 12:05:35
FL8847-198,United Airlines,826,Airbus A320,SFO,LAX,2024-06-28 07:35:39,2024-06-28 07:07:39,2024-06-28 09:35:39,2024-06-28 10:15:39,B11,3,2024-01-24 16:19:12
FL6158-358,Southwest Airlines,470,Airbus A380,LAX,ATL,2024-01-29 18:59:32,2024-01-29 18:31:32,2024-01-29 20:59:32,2024-01-29 21:10:32,A4,2,2024-02-26 00:37:25
FL1425-878,Southwest Airlines,806,Boeing 737,ORD,LAX,2024-06-06 14:06:31,2024-06-06 13:18:31,2024-06-06 16:06:31,2024-06-06 16:34:31,C13,1,2024-04-13 14:22:15
FL9565-938,JetBlue Airways,349,Boeing 737,LAX,ATL,2024-02-29 08:50:43,2024-02-29 08:28:43,2024-02-29 10:50:43,2024-02-29 10:28:43,B5,1,2024-04-20 00:09:43
FL1156-787,Southwest Airlines,112,Boeing 777,SFO,SFO,2024-05-04 20:13:07,2024-05-04 19:30:07,2024-05-04 22:13:07,2024-05-04 21:44:07,B2,2,2024-05-01 04:53:01
FL3525-199,United Airlines,456,Boeing 777,ORD,ORD,2024-02-27 04:11:13,2024-02-27 03:27:13,2024-02-27 06:11:13,2024-02-27 06:50:13,B15,4,2024-07-08 21:15:41
FL5416-498,Delta Air Lines,819,Boeing 737,LAX,JFK,2024-06-21 13:17:17,2024-06-21 13:58:17,2024-06-21 15:17:17,2024-06-21 15:04:17,B12,4,2024-01-12 04:52:57
FL8847-487,Southwest Airlines,657,Airbus A380,JFK,ATL,2024-01-14 10:51:05,2024-01-14 11:02:05,2024-01-14 12:51:05,2024-01-14 12:28:05,A15,2,2024-03-03 03:13:23
FL4649-120,Delta Air Lines,366,Airbus A320,SFO,ORD,2024-04-15 18:14:17,2024-04-15 17:43:17,2024-04-15 20:14:17,2024-04-15 19:53:17,A15,2,2024-03-09 20:43:16
FL3546-718,JetBlue Airways,958,Boeing 737,ATL,LAX,2024-03-20 13:40:37,2024-03-20 13:43:37,2024-03-20 15:40:37,2024-03-20 15:41:37,A15,4,2024-07-06 15:10:48
FL2483-637,Delta Air Lines,688,Boeing 737,SFO,ATL,2024-06-27 09:21:40,2024-06-27 08:53:40,2024-06-27 11:21:40,2024-06-27 11:41:40,C5,3,2024-06-04 00:19:20
FL8864-191,Delta Air Lines,352,Airbus A320,SFO,LAX,2024-02-12 07:36:05,2024-02-12 07:23:05,2024-02-12 09:36:05,2024-02-12 09:23:05,B14,3,2024-01-07 17:11:06
FL3319-723,United Airlines,776,Airbus A320,SFO,ORD,2024-02-23 15:40:18,2024-02-23 15:08:18,2024-02-23 17:40:18,2024-02-23 17:37:18,A4,4,2024-03-25 03:35:39
FL9526-149,American Airlines,308,Airbus A380,ATL,JFK,2024-01-30 20:19:25,2024-01-30 20:09:25,2024-01-30 22:19:25,2024-01-30 21:34:25,C10,3,2024-05-27 04:51:48
FL8941-355,JetBlue Airways,888,Boeing 737,ORD,ATL,2024-01-15 03:11:46,2024-01-15 03:47:46,2024-01-15 05:11:46,2024-01-15 04:46:46,A7,1,2024-04-08 05:55:03
FL3056-157,United Airlines,225,Airbus A320,ORD,LAX,2024-05-11 07:23:08,2024-05-11 08:03:08,2024-05-11 09:23:08,2024-05-11 09:49:08,B1,2,2024-05-16 10:49:07
FL7013-601,American Airlines,474,Boeing 737,ORD,ORD,2024-04-04 16:40:17,2024-04-04 16:07:17,2024-04-04 18:40:17,2024-04-04 19:24:17,B13,4,2024-02-28 18:30:24
FL5614-348,American Airlines,217,Boeing 777,ORD,ATL,2024-03-25 13:27:40,2024-03-25 13:25:40,2024-03-25 15:27:40,2024-03-25 14:42:40,B9,3,2024-04-25 05:43:14
FL6115-814,JetBlue Airways,515,Boeing 777,JFK,LAX,2024-05-06 12:07:33,2024-05-06 11:27:33,2024-05-06 14:07:33,2024-05-06 14:03:33,C7,2,2024-02-12 08:58:36
FL1455-707,JetBlue Airways,429,Airbus A320,SFO,SFO,2024-04-15 22:23:36,2024-04-15 22:35:36,2024-04-16 00:23:36,2024-04-16 00:17:36,B13,4,2024-01-13 00:26:06
FL2448-506,Southwest Airlines,787,Airbus A320,ORD,ORD,2024-04-08 04:01:35,2024-04-08 03:34:35,2024-04-08 06:01:35,2024-04-08 05:47:35,B14,1,2024-02-05 15:39:57
FL2797-317,Southwest Airlines,923,Airbus A380,JFK,ORD,2024-02-28 02:35:46,2024-02-28 01:57:46,2024-02-28 04:35:46,2024-02-28 04:03:46,C6,3,2024-05-20 16:05:13
FL5491-188,JetBlue Airways,836,Boeing 737,SFO,ORD,2024-02-10 14:24:53,2024-02-10 14:48:53,2024-02-10 16:24:53,2024-02-10 15:45:53,C15,3,2024-04-02 18:07:32
FL5971-210,Delta Air Lines,693,Boeing 737,ATL,JFK,2024-06-18 21:22:47,2024-06-18 20:48:47,2024-06-18 23:22:47,2024-06-18 23:03:47,C12,3,2024-03-26 21:25:57
FL9192-964,United Airlines,832,Airbus A380,SFO,ORD,2024-06-02 10:42:11,2024-06-02 11:08:11,2024-06-02 12:42:11,2024-06-02 12:49:11,B12,2,2024-07-03 18:34:45
FL3859-646,JetBlue Airways,504,Airbus A380,ORD,JFK,2024-02-29 11:52:36,2024-02-29 12:22:36,2024-02-29 13:52:36,2024-02-29 13:04:36,B1,2,2024-06-03 08:13:05
FL6126-299,Southwest Airlines,775,Airbus A380,ORD,ATL,2024-03-07 23:42:41,2024-03-07 23:51:41,2024-03-08 01:42:41,2024-03-08 02:23:41,B10,4,2024-04-07 01:06:01
FL8262-181,American Airlines,540,Airbus A380,ATL,LAX,2024-05-19 11:42:29,2024-05-19 12:22:29,2024-05-19 13:42:29,2024-05-19 13:32:29,A9,4,2024-04-18 13:30:56
FL8371-899,United Airlines,859,Boeing 777,SFO,SFO,2024-02-08 17:56:55,2024-02-08 18:07:55,2024-02-08 19:56:55,2024-02-08 19:51:55,A13,1,2024-03-06 12:40:31
FL8024-130,United Airlines,492,Airbus A380,ATL,LAX,2024-07-03 18:28:15,2024-07-03 18:53:15,2024-07-03 20:28:15,2024-07-03 20:35:15,C2,4,2024-01-19 06:15:52
FL1085-720,JetBlue Airways,219,Boeing 777,ORD,JFK,2024-01-20 09:43:26,2024-01-20 09:38:26,2024-01-20 11:43:26,2024-01-20 11:51:26,A6,2,2024-04-01 18:28:02
FL9742-576,JetBlue Airways,117,Airbus A380,JFK,ATL,2024-03-03 08:21:00,2024-03-03 08:12:00,2024-03-03 10:21:00,2024-03-03 10:06:00,C14,4,2024-05-12 16:23:12
FL5543-395,JetBlue Airways,329,Airbus A320,JFK,ORD,2024-05-18 15:21:09,2024-05-18 16:04:09,2024-05-18 17:21:09,2024-05-18 17:20:09,B6,1,2024-03-19 19:18:42
FL7722-514,United Airlines,843,Boeing 737,LAX,ORD,2024-01-29 00:39:18,2024-01-29 00:22:18,2024-01-29 02:39:18,2024-01-29 03:15:18,B15,3,2024-05-24 17:05:53
FL8546-816,JetBlue Airways,374,Airbus A320,JFK,ORD,2024-07-11 15:03:18,2024-07-11 14:52:18,2024-07-11 17:03:18,2024-07-11 17:41:18,A3,1,2024-05-24 02:19:34
FL9041-863,Delta Air Lines,585,Airbus A380,SFO,ORD,2024-04-27 08:48:07,2024-04-27 09:32:07,2024-04-27 10:48:07,2024-04-27 10:29:07,C1,4,2024-05-13 09:12:53
FL3809-620,Southwest Airlines,740,Airbus A380,SFO,ORD,2024-06-28 06:49:06,2024-06-28 07:14:06,2024-06-28 08:49:06,2024-06-28 08:49:06,C9,1,2024-02-05 12:23:07
FL4925-768,Southwest Airlines,607,Boeing 737,SFO,ORD,2024-05-07 18:09:13,2024-05-07 17:27:13,2024-05-07 20:09:13,2024-05-07 20:52:13,A10,1,2024-02-22 13:05:30
FL3188-405,JetBlue Airways,881,Airbus A380,SFO,ORD,2024-06-26 23:00:01,2024-06-26 23:21:01,2024-06-27 01:00:01,2024-06-27 00:19:01,C4,2,2024-05-17 08:19:51
FL2628-967,American Airlines,641,Boeing 737,SFO,ATL,2024-07-10 04:09:44,2024-07-10 04:18:44,2024-07-10 06:09:44,2024-07-10 05:49:44,A4,3,2024-06-08 08:53:52
FL9623-636,Delta Air Lines,568,Airbus A380,SFO,LAX,2024-04-05 09:24:42,2024-04-05 08:41:42,2024-04-05 11:24:42,2024-04-05 10:47:42,A3,1,2024-07-03 09:31:15
FL2030-324,United Airlines,106,Airbus A380,ORD,JFK,2024-04-09 23:56:52,2024-04-10 00:39:52,2024-04-10 01:56:52,2024-04-10 01:31:52,C4,2,2024-02-04 19:05:34
FL1264-215,American Airlines,290,Airbus A380,JFK,SFO,2024-01-04 05:36:50,2024-01-04 05:46:50,2024-01-04 07:36:50,2024-01-04 08:29:50,B14,2,2024-02-28 23:17:58
FL8018-246,JetBlue Airways,454,Boeing 737,LAX,ORD,2024-04-08 18:39:28,2024-04-08 18:36:28,2024-04-08 20:39:28,2024-04-08 21:06:28,A2,2,2024-04-21 01:24:08
FL5002-179,American Airlines,481,Airbus A320,ORD,SFO,2024-06-18 19:08:30,2024-06-18 19:17:30,2024-06-18 21:08:30,2024-06-18 20:27:30,B1,1,2024-02-29 13:15:08
FL3337-264,Delta Air Lines,685,Airbus A320,ATL,JFK,2024-02-14 16:35:37,2024-02-14 16:42:37,2024-02-14 18:35:37,2024-02-14 18:03:37,A10,4,2024-04-09 18:21:19
FL1666-584,JetBlue Airways,442,Boeing 777,JFK,LAX,2024-06-17 15:33:05,2024-06-17 15:18:05,2024-06-17 17:33:05,2024-06-17 18:13:05,A4,1,2024-06-01 18:10:37
FL7072-859,JetBlue Airways,663,Airbus A380,ORD,ATL,2024-06-14 03:17:38,2024-06-14 03:19:38,2024-06-14 05:17:38,2024-06-14 05:00:38,B1,3,2024-04-20 12:45:39
FL8258-165,American Airlines,789,Boeing 737,ATL,SFO,2024-06-15 00:46:09,2024-06-15 00:38:09,2024-06-15 02:46:09,2024-06-15 02:03:09,C3,3,2024-03-25 06:06:31
FL1229-711,American Airlines,763,Airbus A380,SFO,JFK,2024-06-12 07:57:06,2024-06-12 08:10:06,2024-06-12 09:57:06,2024-06-12 09:20:06,B5,1,2024-06-14 21:18:34
FL3264-633,Southwest Airlines,525,Boeing 737,ATL,SFO,2024-03-28 04:33:12,2024-03-28 03:50:12,2024-03-28 06:33:12,2024-03-28 06:42:12,A9,4,2024-01-13 01:58:19
FL4795-384,Southwest Airlines,758,Boeing 777,ORD,JFK,2024-02-13 09:18:40,2024-02-13 09:03:40,2024-02-13 11:18:40,2024-02-13 11:55:40,B5,1,2024-04-01 15:22:38
FL4820-609,Delta Air Lines,334,Boeing 737,SFO,ORD,2024-06-29 00:06:01,2024-06-29 00:15:01,2024-06-29 02:06:01,2024-06-29 02:27:01,B3,2,2024-01-10 12:20:26
FL4038-237,American Airlines,504,Airbus A380,JFK,SFO,2024-03-25 16:10:10,2024-03-25 15:31:10,2024-03-25 18:10:10,2024-03-25 17:27:10,A7,3,2024-04-09 23:03:01
FL8400-934,United Airlines,568,Boeing 777,LAX,SFO,2024-01-20 11:25:03,2024-01-20 11:11:03,2024-01-20 13:25:03,2024-01-20 12:41:03,C12,2,2024-02-25 20:39:23
FL8283-508,Delta Air Lines,759,Airbus A320,SFO,LAX,2024-06-09 00:42:42,2024-06-09 01:01:42,2024-06-09 02:42:42,2024-06-09 02:41:42,C5,2,2024-03-12 15:03:27
FL2287-588,American Airlines,539,Airbus A380,ORD,LAX,2024-04-15 13:52:00,2024-04-15 13:35:00,2024-04-15 15:52:00,2024-04-15 16:03:00,A12,2,2024-05-02 13:43:49
FL1781-632,Southwest Airlines,302,Airbus A320,ATL,ORD,2024-06-07 07:23:59,2024-06-07 07:13:59,2024-06-07 09:23:59,2024-06-07 08:56:59,B9,1,2024-05-20 21:27:10
FL4018-255,Southwest Airlines,972,Airbus A320,SFO,SFO,2024-05-13 09:25:04,2024-05-13 09:43:04,2024-05-13 11:25:04,2024-05-13 10:46:04,A3,4,2024-05-20 10:00:45
FL4490-996,American Airlines,441,Boeing 777,ORD,ORD,2024-03-14 16:23:52,2024-03-14 16:57:52,2024-03-14 18:23:52,2024-03-14 19:05:52,B7,4,2024-01-06 04:48:42
FL2609-166,Southwest Airlines,587,Airbus A320,JFK,SFO,2024-06-06 20:33:49,2024-06-06 21:05:49,2024-06-06 22:33:49,2024-06-06 22:08:49,B7,3,2024-01-16 21:47:30
FL4606-139,Southwest Airlines,728,Airbus A380,JFK,LAX,2024-05-17 01:30:00,2024-05-17 01:08:00,2024-05-17 03:30:00,2024-05-17 03:49:00,C8,4,2024-04-22 16:15:14
FL6000-113,American Airlines,978,Airbus A320,JFK,JFK,2024-06-28 04:33:06,2024-06-28 03:53:06,2024-06-28 06:33:06,2024-06-28 06:02:06,C11,1,2024-05-21 10:46:00
FL8961-459,Southwest Airlines,427,Boeing 737,SFO,ORD,2024-05-16 13:48:24,2024-05-16 13:31:24,2024-05-16 15:48:24,2024-05-16 15:20:24,A14,3,2024-02-19 05:48:44
FL3879-257,Southwest Airlines,425,Airbus A320,JFK,LAX,2024-02-27 08:05:53,2024-02-27 07:27:53,2024-02-27 10:05:53,2024-02-27 10:03:53,C11,1,2024-06-19 17:22:26
FL6774-565,Southwest Airlines,483,Airbus A320,ATL,JFK,2024-02-18 12:03:56,2024-02-18 11:49:56,2024-02-18 14:03:56,2024-02-18 14:24:56,A12,1,2024-05-05 16:52:30
FL7782-353,American Airlines,723,Airbus A320,ORD,ATL,2024-02-25 19:55:34,2024-02-25 19:49:34,2024-02-25 21:55:34,2024-02-25 22:29:34,A1,1,2024-01-29 23:38:17
FL1008-585,Southwest Airlines,376,Boeing 737,ATL,ATL,2024-02-18 13:12:55,2024-02-18 12:49:55,2024-02-18 15:12:55,2024-02-18 15:52:55,C7,4,2024-07-04 11:16:59
FL8993-897,American Airlines,316,Boeing 777,JFK,LAX,2024-03-18 10:38:10,2024-03-18 10:38:10,2024-03-18 12:38:10,2024-03-18 12:29:10,B13,2,2024-01-05 18:35:55
FL9069-494,JetBlue Airways,987,Airbus A320,ORD,JFK,2024-02-02 15:28:53,2024-02-02 15:26:53,2024-02-02 17:28:53,2024-02-02 18:11:53,A13,3,2024-03-19 20:19:43
FL8515-323,Delta Air Lines,708,Airbus A320,LAX,SFO,2024-03-17 12:19:43,2024-03-17 11:44:43,2024-03-17 14:19:43,2024-03-17 14:54:43,C8,2,2024-02-06 23:27:12
FL5880-914,JetBlue Airways,207,Boeing 777,LAX,SFO,2024-03-29 09:21:17,2024-03-29 09:20:17,2024-03-29 11:21:17,2024-03-29 10:36:17,C12,2,2024-05-08 03:48:02
FL2527-887,JetBlue Airways,428,Airbus A320,ATL,LAX,2024-02-14 04:29:32,2024-02-14 04:07:32,2024-02-14 06:29:32,2024-02-14 06:48:32,C1,1,2024-05-28 18:35:16
FL8529-242,Southwest Airlines,982,Airbus A320,ATL,ATL,2024-04-08 22:18:04,2024-04-08 21:56:04,2024-04-09 00:18:04,2024-04-09 00:22:04,A4,2,2024-04-25 08:41:45
FL2224-668,Southwest Airlines,446,Airbus A320,ATL,LAX,2024-06-25 21:01:18,2024-06-25 20:38:18,2024-06-25 23:01:18,2024-06-25 22:29:18,A13,3,2024-05-15 20:29:44
FL5487-739,Southwest Airlines,169,Airbus A320,JFK,LAX,2024-04-21 00:37:27,2024-04-21 00:54:27,2024-04-21 02:37:27,2024-04-21 03:01:27,A14,2,2024-06-03 23:40:19
FL3605-461,American Airlines,180,Boeing 737,ORD,JFK,2024-02-19 09:16:53,2024-02-19 08:44:53,2024-02-19 11:16:53,2024-02-19 10:41:53,A5,2,2024-06-25 01:58:33
FL6048-730,JetBlue Airways,981,Boeing 777,JFK,JFK,2024-06-25 22:27:06,2024-06-25 22:00:06,2024-06-26 00:27:06,2024-06-26 00:44:06,B6,2,2024-02-29 11:24:22
FL9089-867,Southwest Airlines,302,Boeing 777,LAX,ATL,2024-05-26 22:03:34,2024-05-26 22:44:34,2024-05-27 00:03:34,2024-05-27 00:06:34,C5,2,2024-01-02 11:22:56
FL5632-834,United Airlines,841,Airbus A320,SFO,SFO,2024-03-16 10:42:49,2024-03-16 10:57:49,2024-03-16 12:42:49,2024-03-16 12:04:49,B15,4,2024-02-21 18:43:50
