hour,lat,long,signal,network,operator,status,description,speed,satellites,precission,provider,activity,postal_code
13:01:50,42.31344,2.93205,22,yoigo,Yoigo,0,STATE_IN_SERVICE,46.7,15.0,14.0,gps,IN_VEHICLE,171352.0
13:02:54,42.30632,2.93731,22,yoigo,Yoigo,0,STATE_IN_SERVICE,50.7,8.0,15.0,gps,IN_VEHICLE,170932.0
13:03:04,41.55773,1.14556,12,Eroski Movil,Eroski Movil,0,STATE_IN_SERVICE,32.8,3.0,15.0,gps,IN_VEHICLE,250740.0
13:03:44,41.64852,2.17816,8,movistar,Movistar,0,STATE_IN_SERVICE,0.9,3.0,9.0,gps,ON_FOOT,80333.0
13:03:53,41.55393,1.15078,12,Eroski Movil,Eroski Movil,0,STATE_IN_SERVICE,44.5,7.0,11.0,gps,IN_VEHICLE,250740.0
13:03:55,42.29564,2.94252,22,yoigo,Yoigo,0,STATE_IN_SERVICE,74.5,13.0,15.0,gps,IN_VEHICLE,170932.0
13:04:37,42.21897,2.54748,2,movistar,Movistar,0,STATE_IN_SERVICE,0.0,2.0,128.0,gps,TILTING,171851.0
13:05:33,41.64905,2.17717,9,movistar,Movistar,0,STATE_IN_SERVICE,3.3,5.0,12.0,gps,TILTING,80333.0
13:06:00,42.28207,2.96897,22,yoigo,Yoigo,0,STATE_IN_SERVICE,81.4,17.0,14.0,gps,IN_VEHICLE,170307.0
13:06:17,42.21865,2.54725,2,movistar,Movistar,0,STATE_IN_SERVICE,1.4,0.0,128.0,gps,STILL,171851.0
13:06:19,41.33367,1.9599,19,orange,Orange,0,STATE_IN_SERVICE,0.9,11.0,10.0,gps,UNKNOWN,80207.0
13:06:27,42.11467,2.40407,6,orange,JAZZTEL,0,STATE_IN_SERVICE,86.4,5.0,9.0,gps,IN_VEHICLE,172076.0
13:07:48,41.6492,2.17682,9,movistar,Movistar,0,STATE_IN_SERVICE,0.9,7.0,16.0,gps,ON_BICYCLE,80333.0
13:08:41,41.64969,2.1761,9,movistar,Movistar,0,STATE_IN_SERVICE,5.5,13.0,8.0,gps,ON_BICYCLE,80333.0
13:09:47,41.64993,2.17607,9,movistar,Movistar,0,STATE_IN_SERVICE,1.5,9.0,7.0,gps,ON_BICYCLE,80333.0
13:10:08,40.71731,0.49224,9,orange,Orange,0,STATE_IN_SERVICE,0.0,2.0,6.0,gps,IN_VEHICLE,431384.0
13:10:35,41.58636,2.17934,9,movistar,pepephone,0,STATE_IN_SERVICE,0.9,0.0,45.0,fused,STILL,81568.0
13:12:54,42.14357,2.45988,12,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,8.0,21.0,gps,TILTING,171390.0
13:13:07,41.65044,2.17538,9,movistar,Movistar,0,STATE_IN_SERVICE,1.4,10.0,16.0,gps,STILL,80333.0
13:14:14,40.71728,0.49271,11,orange,Orange,0,STATE_IN_SERVICE,0.6,2.0,29.0,gps,ON_FOOT,431384.0
13:15:20,41.68397,2.28723,14,vodafone,vodafone ES,0,STATE_IN_SERVICE,6.7,0.0,37.0,fused,IN_VEHICLE,80885.0
13:15:36,41.38352,2.05307,9,orange,Orange,0,STATE_IN_SERVICE,3.6,4.0,20.0,gps,ON_FOOT,82114.0
13:16:26,41.24098,1.80778,22,movistar,Movistar,0,STATE_IN_SERVICE,0.0,6.0,17.0,gps,STILL,82704.0
13:16:34,41.84119,2.24924,13,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.2,2.0,17.0,gps,TILTING,82690.0
13:16:56,41.37514,2.08645,8,orange,Orange,0,STATE_IN_SERVICE,0.0,2.0,32.0,gps,IN_VEHICLE,80771.0
13:17:56,41.84138,2.24953,9,vodafone,vodafone ES,0,STATE_IN_SERVICE,1.4,0.0,20.0,gps,UNKNOWN,82690.0
13:18:25,40.71722,0.49247,8,orange,Orange,0,STATE_IN_SERVICE,0.3,4.0,20.0,gps,STILL,431384.0
13:19:19,41.84156,2.25009,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,2.2,0.0,29.0,gps,TILTING,82690.0
13:20:05,41.69195,2.49069,7,movistar,Movistar,0,STATE_IN_SERVICE,0.0,2.0,7.0,gps,UNKNOWN,82021.0
13:21:32,41.64249,2.70406,3,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,25.0,fused,STILL,82613.0
13:21:47,42.14387,2.46025,8,orange,JAZZTEL,0,STATE_IN_SERVICE,0.3,3.0,21.0,gps,TILTING,171390.0
13:22:00,42.14359,2.45956,8,orange,JAZZTEL,0,STATE_IN_SERVICE,17.9,4.0,17.0,gps,STILL,171390.0
13:22:17,41.8414,2.2495,11,vodafone,vodafone ES,0,STATE_IN_SERVICE,1.0,2.0,14.0,gps,TILTING,82690.0
13:23:08,42.21988,2.54923,7,movistar,Movistar,0,STATE_IN_SERVICE,0.4,7.0,24.0,gps,UNKNOWN,170464.0
13:23:47,41.64937,2.17805,5,movistar,Movistar,0,STATE_IN_SERVICE,1.4,7.0,8.0,gps,IN_VEHICLE,80333.0
13:25:03,41.37175,2.08387,17,orange,Orange,0,STATE_IN_SERVICE,2.2,4.0,48.0,gps,IN_VEHICLE,80771.0
13:25:51,41.37032,2.08516,17,orange,Orange,0,STATE_IN_SERVICE,14.5,4.0,48.0,gps,IN_VEHICLE,80771.0
13:26:23,41.64886,2.17891,8,movistar,Movistar,0,STATE_IN_SERVICE,2.1,9.0,10.0,gps,IN_VEHICLE,80333.0
13:26:41,41.62633,2.6672,26,vodafone,vodafone ES,0,STATE_IN_SERVICE,1.5,7.0,9.0,gps,UNKNOWN,81635.0
13:26:43,42.10331,3.14754,20,yoigo,YOIGO,0,STATE_IN_SERVICE,0.0,2.0,37.0,gps,TILTING,170622.0
13:32:34,41.38287,2.05299,5,orange,Orange,0,STATE_IN_SERVICE,5.1,0.0,28.0,gps,ON_FOOT,82114.0
13:38:44,42.1435,2.45981,8,orange,JAZZTEL,0,STATE_IN_SERVICE,0.1,5.0,14.0,gps,TILTING,171390.0
13:39:54,41.9552,2.63986,12,orange,JAZZTEL,0,STATE_IN_SERVICE,2.7,5.0,10.0,gps,TILTING,170084.0
13:41:49,41.65114,2.17633,5,movistar,Movistar,0,STATE_IN_SERVICE,0.0,9.0,11.0,gps,STILL,80333.0
13:43:16,-8.66496,-36.35953,13,VIVO,VIVO,0,STATE_IN_SERVICE,90.5,14.0,6.0,gps,IN_VEHICLE,
13:44:13,-8.66737,-36.37009,12,VIVO,VIVO,0,STATE_IN_SERVICE,75.3,3.0,8.0,gps,IN_VEHICLE,
13:44:44,3.75479,8.78097,22,GETESA,GETESA,0,STATE_IN_SERVICE,0.0,5.0,38.0,gps,STILL,
13:45:40,42.00067,2.27729,10,orange,Orange,0,STATE_IN_SERVICE,0.4,0.0,37.0,fused,TILTING,81120.0
13:45:46,3.7549,8.78116,24,GETESA,GETESA,0,STATE_IN_SERVICE,1.4,5.0,19.0,gps,ON_FOOT,
13:48:21,-8.67509,-36.4005,13,VIVO,VIVO,0,STATE_IN_SERVICE,21.8,7.0,4.0,gps,UNKNOWN,
13:50:43,41.69114,2.28184,0,vodafone,vodafone ES,0,STATE_IN_SERVICE,8.3,0.0,42.0,fused,TILTING,80885.0
13:50:50,3.75505,8.78093,24,GETESA,GETESA,0,STATE_IN_SERVICE,0.4,3.0,47.0,gps,STILL,
13:51:19,41.65138,2.17734,8,movistar,Movistar,0,STATE_IN_SERVICE,0.6,12.0,8.0,gps,ON_BICYCLE,80333.0
13:52:56,40.7173,0.49282,8,orange,Orange,0,STATE_IN_SERVICE,0.1,3.0,14.0,gps,TILTING,431384.0
13:56:06,3.75484,8.78097,24,GETESA,GETESA,0,STATE_IN_SERVICE,0.3,5.0,10.0,gps,STILL,
13:59:56,41.65038,2.17876,8,movistar,Movistar,0,STATE_IN_SERVICE,1.1,7.0,19.0,gps,STILL,80333.0
14:02:46,41.65129,2.17787,9,movistar,Movistar,0,STATE_IN_SERVICE,2.6,5.0,9.0,gps,ON_BICYCLE,80333.0
14:04:04,3.75403,8.77605,24,GETESA,GETESA,0,STATE_IN_SERVICE,4.2,5.0,12.0,gps,UNKNOWN,
14:04:50,41.65216,2.17622,9,movistar,Movistar,0,STATE_IN_SERVICE,4.9,7.0,14.0,gps,ON_BICYCLE,80333.0
14:06:25,41.65056,2.17961,5,movistar,Movistar,0,STATE_IN_SERVICE,12.7,7.0,8.0,gps,ON_BICYCLE,80333.0
14:07:30,41.29093,1.98299,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,30.0,fused,STILL,80569.0
14:07:54,40.71731,0.49254,8,orange,Orange,0,STATE_IN_SERVICE,0.1,3.0,9.0,gps,STILL,431384.0
14:11:01,41.671,0.53367,12,vodafone,vodafone ES,0,STATE_IN_SERVICE,11.5,2.0,23.0,gps,STILL,250236.0
14:12:20,41.19091,1.61303,3,movistar,Movistar,0,STATE_IN_SERVICE,0.2,5.0,10.0,gps,TILTING,430379.0
14:14:56,40.71737,0.49277,6,orange,Orange,0,STATE_IN_SERVICE,0.2,2.0,17.0,gps,TILTING,431384.0
14:16:41,40.71717,0.49289,6,orange,Orange,0,STATE_IN_SERVICE,0.8,2.0,20.0,gps,ON_FOOT,431384.0
14:16:45,41.65082,2.18008,1,movistar,Movistar,0,STATE_IN_SERVICE,0.3,0.0,32.0,gps,ON_FOOT,80333.0
14:17:16,41.66633,2.7818,5,orange,Orange,0,STATE_IN_SERVICE,0.1,5.0,27.0,gps,UNKNOWN,170237.0
14:18:00,40.71751,0.49246,7,orange,Orange,0,STATE_IN_SERVICE,2.4,4.0,20.0,gps,TILTING,431384.0
14:20:04,41.6209,2.67591,12,movistar,Movistar,0,STATE_IN_SERVICE,0.1,4.0,15.0,gps,STILL,81635.0
14:20:53,40.71724,0.4918,8,orange,Orange,0,STATE_IN_SERVICE,1.3,4.0,17.0,gps,UNKNOWN,431384.0
14:22:23,41.84101,2.24963,8,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.3,2.0,35.0,gps,TILTING,82690.0
14:23:24,41.66584,2.78179,8,orange,Orange,0,STATE_IN_SERVICE,0.5,3.0,29.0,gps,TILTING,170237.0
14:24:37,-8.87652,-36.55368,14,VIVO,VIVO,0,STATE_IN_SERVICE,78.9,6.0,11.0,gps,IN_VEHICLE,
14:25:25,-8.88028,-36.5674,12,VIVO,VIVO,0,STATE_IN_SERVICE,115.5,6.0,16.0,gps,IN_VEHICLE,
14:26:49,41.66609,2.78177,9,orange,Orange,0,STATE_IN_SERVICE,0.5,2.0,21.0,gps,TILTING,170237.0
14:31:05,42.61912,1.12406,17,vodafone,vodafone ES,0,STATE_IN_SERVICE,96.8,5.0,48.0,gps,IN_VEHICLE,250864.0
14:36:33,41.62636,2.42142,9,movistar,Movistar,0,STATE_IN_SERVICE,30.6,7.0,9.0,gps,IN_VEHICLE,80752.0
14:36:37,42.14314,2.45996,7,orange,JAZZTEL,0,STATE_IN_SERVICE,0.1,2.0,36.0,gps,STILL,171390.0
14:37:07,41.44169,1.86867,6,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,0.0,26.0,gps,TILTING,80919.0
14:40:42,-8.9341,-36.72058,10,VIVO,VIVO,0,STATE_IN_SERVICE,92.0,9.0,6.0,gps,IN_VEHICLE,
14:41:18,41.44153,1.86887,12,orange,JAZZTEL,0,STATE_IN_SERVICE,0.3,3.0,21.0,gps,IN_VEHICLE,80919.0
14:41:36,-8.94061,-36.72081,10,VIVO,VIVO,0,STATE_IN_SERVICE,47.8,6.0,7.0,gps,IN_VEHICLE,
14:42:25,-8.9455,-36.72182,10,VIVO,VIVO,0,STATE_IN_SERVICE,40.6,6.0,13.0,gps,IN_VEHICLE,
14:43:15,-8.95328,-36.72398,9,VIVO,VIVO,0,STATE_IN_SERVICE,64.2,9.0,5.0,gps,IN_VEHICLE,
14:44:08,-8.96047,-36.72649,9,VIVO,VIVO,0,STATE_IN_SERVICE,57.2,10.0,7.0,gps,IN_VEHICLE,
14:45:07,-8.96059,-36.7364,10,VIVO,VIVO,0,STATE_IN_SERVICE,66.5,10.0,17.0,gps,IN_VEHICLE,
14:45:46,41.53387,2.30006,16,movistar,Movistar,0,STATE_IN_SERVICE,0.0,12.0,6.0,gps,UNKNOWN,82969.0
14:45:51,41.53369,2.3001,17,movistar,Movistar,0,STATE_IN_SERVICE,14.5,6.0,7.0,gps,TILTING,82969.0
14:46:03,-8.96046,-36.74597,10,VIVO,VIVO,0,STATE_IN_SERVICE,68.1,6.0,7.0,gps,IN_VEHICLE,
14:46:42,41.58516,2.55244,5,movistar,Movistar,0,STATE_IN_SERVICE,2.7,4.0,19.0,gps,STILL,80060.0
14:47:03,-8.96417,-36.75864,10,VIVO,VIVO,0,STATE_IN_SERVICE,86.6,8.0,7.0,gps,IN_VEHICLE,
14:48:04,-8.95879,-36.76828,10,VIVO,VIVO,0,STATE_IN_SERVICE,71.7,7.0,5.0,gps,IN_VEHICLE,
14:49:03,-8.96018,-36.7794,2,VIVO,VIVO,0,STATE_IN_SERVICE,76.3,9.0,7.0,gps,IN_VEHICLE,
14:49:30,42.14319,2.45993,8,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,0.0,15.0,gps,ON_FOOT,171390.0
14:50:04,-8.96254,-36.79295,8,VIVO,VIVO,0,STATE_IN_SERVICE,88.0,4.0,13.0,gps,IN_VEHICLE,
14:50:57,41.67136,0.53405,25,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,1.0,48.0,gps,STILL,250236.0
14:51:25,41.83064,2.89176,21,vodafone,vodafone ES,0,STATE_IN_SERVICE,62.1,9.0,7.0,gps,IN_VEHICLE,170890.0
14:51:53,-8.97279,-36.81857,10,VIVO,VIVO,0,STATE_IN_SERVICE,113.7,10.0,15.0,gps,IN_VEHICLE,
14:52:41,-8.9807,-36.82928,10,VIVO,VIVO,0,STATE_IN_SERVICE,110.6,8.0,9.0,gps,IN_VEHICLE,
14:54:08,41.84125,2.2495,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,2.0,15.0,gps,STILL,82690.0
14:58:33,41.78206,3.03121,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,9.4,7.0,17.0,gps,IN_VEHICLE,171609.0
14:59:27,41.78173,3.03022,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,6.0,5.0,20.0,gps,ON_FOOT,171609.0
15:00:29,41.78096,3.02973,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,5.5,3.0,18.0,gps,ON_FOOT,171609.0
15:01:40,41.781,3.02821,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,6.4,4.0,43.0,gps,ON_FOOT,171609.0
15:04:08,41.84163,2.24991,9,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.3,4.0,17.0,gps,STILL,82690.0
15:08:02,40.82928,0.47251,2,orange,Orange,0,STATE_IN_SERVICE,1.0,0.0,24.0,fused,STILL,431331.0
15:08:45,-9.11889,-37.00906,8,VIVO,VIVO,0,STATE_IN_SERVICE,98.9,10.0,7.0,gps,IN_VEHICLE,
15:10:06,-9.1271,-37.02432,8,VIVO,VIVO,0,STATE_IN_SERVICE,84.8,8.0,6.0,gps,IN_VEHICLE,
15:11:05,-9.12724,-37.03834,8,VIVO,VIVO,0,STATE_IN_SERVICE,94.1,4.0,13.0,gps,IN_VEHICLE,
15:12:12,-9.12777,-37.05538,8,VIVO,VIVO,0,STATE_IN_SERVICE,100.6,8.0,11.0,gps,IN_VEHICLE,
15:13:53,-9.12894,-37.08005,10,VIVO,VIVO,0,STATE_IN_SERVICE,92.4,11.0,5.0,gps,IN_VEHICLE,
15:14:01,41.84156,2.25019,8,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,2.0,40.0,gps,STILL,82690.0
15:15:49,41.49135,2.12823,9,movistar,pepephone,0,STATE_IN_SERVICE,0.0,0.0,40.0,fused,STILL,82665.0
15:15:57,41.67124,0.53376,29,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,0.0,29.0,gps,STILL,250236.0
15:19:49,41.38307,2.05312,2,orange,Orange,0,STATE_IN_SERVICE,0.0,4.0,19.0,gps,ON_FOOT,82114.0
15:23:48,-9.1334,-37.21017,4,VIVO,VIVO,0,STATE_IN_SERVICE,83.7,2.0,6.0,gps,IN_VEHICLE,
15:26:39,-9.13467,-37.24518,4,VIVO,VIVO,0,STATE_IN_SERVICE,83.5,3.0,9.0,gps,IN_VEHICLE,
15:27:31,-9.13506,-37.2559,4,VIVO,VIVO,0,STATE_IN_SERVICE,82.1,5.0,8.0,gps,IN_VEHICLE,
15:30:04,-9.13616,-37.28771,11,VIVO,VIVO,0,STATE_IN_SERVICE,84.1,8.0,12.0,gps,IN_VEHICLE,
15:31:04,-9.13666,-37.29977,11,VIVO,VIVO,0,STATE_IN_SERVICE,79.6,8.0,10.0,gps,IN_VEHICLE,
15:31:26,41.82536,2.89307,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,2.0,7.0,19.0,gps,ON_FOOT,170890.0
15:36:18,41.61122,2.65322,23,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,2.0,46.0,gps,TILTING,80351.0
15:36:20,-9.1428,-37.35954,4,VIVO,VIVO,0,STATE_IN_SERVICE,83.9,7.0,17.0,gps,TILTING,
15:37:10,-9.14617,-37.37002,10,VIVO,VIVO,0,STATE_IN_SERVICE,87.2,6.0,7.0,gps,IN_VEHICLE,
15:37:11,42.25587,2.94986,13,movistar,movistar,0,STATE_IN_SERVICE,0.3,1.0,46.0,gps,TILTING,172214.0
15:38:02,41.40162,2.00691,23,movistar,movistar,0,STATE_IN_SERVICE,0.0,3.0,12.0,gps,STILL,82634.0
15:38:04,-9.14983,-37.381,13,VIVO,VIVO,0,STATE_IN_SERVICE,84.8,8.0,11.0,gps,IN_VEHICLE,
15:38:25,41.62645,2.23466,8,movistar,Movistar,0,STATE_IN_SERVICE,0.0,1.0,36.0,gps,UNKNOWN,81075.0
15:39:04,-9.15429,-37.39448,11,VIVO,VIVO,0,STATE_IN_SERVICE,93.7,6.0,13.0,gps,IN_VEHICLE,
15:39:32,41.62619,2.23463,8,movistar,Movistar,0,STATE_IN_SERVICE,1.6,1.0,22.0,gps,TILTING,81075.0
15:39:49,41.5852,2.55307,4,movistar,Movistar,0,STATE_IN_SERVICE,0.1,2.0,42.0,gps,STILL,80060.0
15:40:06,-9.1582,-37.40664,13,VIVO,VIVO,0,STATE_IN_SERVICE,81.5,8.0,8.0,gps,IN_VEHICLE,
15:40:58,41.67177,0.53358,29,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,2.0,36.0,gps,STILL,250236.0
15:41:05,-9.16214,-37.41854,13,VIVO,VIVO,0,STATE_IN_SERVICE,84.1,7.0,5.0,gps,IN_VEHICLE,
15:41:19,41.85093,0.96064,8,orange,Orange,0,STATE_IN_SERVICE,0.4,8.0,14.0,gps,STILL,250791.0
15:41:35,40.71473,0.49731,13,orange,Orange,0,STATE_IN_SERVICE,0.0,4.0,28.0,gps,TILTING,431384.0
15:42:13,-9.16674,-37.43273,13,VIVO,VIVO,0,STATE_IN_SERVICE,86.9,8.0,5.0,gps,IN_VEHICLE,
15:42:49,41.62605,2.23501,2,movistar,Movistar,0,STATE_IN_SERVICE,0.6,3.0,43.0,gps,STILL,81075.0
15:43:56,-9.1731,-37.45194,13,VIVO,VIVO,0,STATE_IN_SERVICE,83.7,6.0,12.0,gps,IN_VEHICLE,
15:44:19,41.64249,2.70405,11,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,25.0,fused,STILL,82613.0
15:44:28,41.47973,1.91839,14,movistar,Movistar,0,STATE_IN_SERVICE,1.0,0.0,40.0,fused,STILL,81141.0
15:45:15,3.75372,8.77596,23,GETESA,GETESA,0,STATE_IN_SERVICE,0.0,4.0,17.0,gps,ON_FOOT,
15:45:26,41.62628,2.23464,3,movistar,Movistar,0,STATE_IN_SERVICE,0.9,2.0,29.0,gps,UNKNOWN,81075.0
15:45:31,-9.17957,-37.47197,0,VIVO,VIVO,0,STATE_IN_SERVICE,89.9,6.0,6.0,gps,IN_VEHICLE,
15:46:18,-9.18265,-37.48122,7,VIVO,VIVO,0,STATE_IN_SERVICE,81.1,10.0,4.0,gps,IN_VEHICLE,
15:48:03,-9.18903,-37.50121,5,VIVO,VIVO,0,STATE_IN_SERVICE,79.7,7.0,5.0,gps,IN_VEHICLE,
15:48:57,41.2909,1.98309,29,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,37.0,fused,STILL,80569.0
15:50:28,-9.19605,-37.52255,15,VIVO,VIVO,0,STATE_IN_SERVICE,55.0,7.0,6.0,gps,IN_VEHICLE,
15:50:49,41.62616,2.66736,26,vodafone,vodafone ES,0,STATE_IN_SERVICE,6.3,1.0,19.0,gps,UNKNOWN,81635.0
15:51:05,41.24673,1.79697,3,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,39.0,fused,STILL,82310.0
15:51:09,41.67082,0.53391,30,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.6,0.0,45.0,gps,STILL,250236.0
15:52:09,41.64345,2.30004,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,2.0,14.0,gps,UNKNOWN,80863.0
15:52:18,-9.20298,-37.54347,6,VIVO,VIVO,0,STATE_IN_SERVICE,86.2,1.0,26.0,gps,IN_VEHICLE,
15:53:23,-9.20728,-37.55765,3,VIVO,VIVO,0,STATE_IN_SERVICE,90.3,2.0,14.0,gps,IN_VEHICLE,
15:54:01,41.64316,2.29963,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,1.5,0.0,44.0,gps,TILTING,80863.0
15:54:12,41.6433,2.29997,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,10.5,1.0,29.0,gps,UNKNOWN,80863.0
15:54:21,-9.21076,-37.568,3,VIVO,VIVO,0,STATE_IN_SERVICE,75.0,2.0,10.0,gps,IN_VEHICLE,
15:55:29,-9.21518,-37.58152,3,VIVO,VIVO,0,STATE_IN_SERVICE,82.8,5.0,7.0,gps,IN_VEHICLE,
15:56:19,-9.21845,-37.59126,3,VIVO,VIVO,0,STATE_IN_SERVICE,80.7,5.0,10.0,gps,IN_VEHICLE,
15:56:21,3.75496,8.78107,17,GETESA,GETESA,0,STATE_IN_SERVICE,3.2,0.0,11.0,gps,ON_FOOT,
15:57:14,-9.22186,-37.60242,3,VIVO,VIVO,0,STATE_IN_SERVICE,84.6,3.0,25.0,gps,IN_VEHICLE,
15:58:06,-9.22553,-37.61292,3,VIVO,VIVO,0,STATE_IN_SERVICE,84.7,4.0,8.0,gps,IN_VEHICLE,
16:00:06,-9.23294,-37.63527,3,VIVO,VIVO,0,STATE_IN_SERVICE,74.4,3.0,9.0,gps,IN_VEHICLE,
16:00:47,41.48522,2.30455,9,movistar,Movistar,0,STATE_IN_SERVICE,0.0,4.0,15.0,gps,STILL,80039.0
16:01:05,-9.23639,-37.646,3,VIVO,VIVO,0,STATE_IN_SERVICE,75.6,1.0,17.0,gps,IN_VEHICLE,
16:01:56,-9.2396,-37.65548,3,VIVO,VIVO,0,STATE_IN_SERVICE,77.7,2.0,4.0,gps,IN_VEHICLE,
16:05:33,41.66603,2.7817,8,orange,Orange,0,STATE_IN_SERVICE,0.0,3.0,39.0,gps,IN_VEHICLE,170237.0
16:10:15,-9.26904,-37.74453,8,VIVO,VIVO,0,STATE_IN_SERVICE,65.1,3.0,13.0,gps,IN_VEHICLE,
16:11:28,42.25628,2.94964,8,movistar,movistar,0,STATE_IN_SERVICE,0.1,2.0,16.0,gps,TILTING,172214.0
16:11:48,41.64354,2.30011,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,1.0,38.0,gps,TILTING,80863.0
16:12:04,-9.27569,-37.76464,3,VIVO,VIVO,0,STATE_IN_SERVICE,76.4,6.0,7.0,gps,IN_VEHICLE,
16:12:18,41.53037,2.29873,6,movistar,Movistar,0,STATE_IN_SERVICE,0.0,8.0,7.0,gps,IN_VEHICLE,82969.0
16:13:04,-9.27924,-37.77475,3,VIVO,VIVO,0,STATE_IN_SERVICE,70.7,8.0,12.0,gps,IN_VEHICLE,
16:14:03,-9.28271,-37.78528,3,VIVO,VIVO,0,STATE_IN_SERVICE,73.7,7.0,6.0,gps,IN_VEHICLE,
16:15:04,-9.28612,-37.79677,3,VIVO,VIVO,0,STATE_IN_SERVICE,77.8,6.0,12.0,gps,IN_VEHICLE,
16:16:02,-9.28844,-37.80869,3,VIVO,VIVO,0,STATE_IN_SERVICE,83.6,5.0,10.0,gps,IN_VEHICLE,
16:16:48,-9.29031,-37.81723,3,VIVO,VIVO,0,STATE_IN_SERVICE,74.2,2.0,9.0,gps,IN_VEHICLE,
16:18:13,41.29424,1.77767,3,movistar,movistar,0,STATE_IN_SERVICE,0.0,7.0,19.0,gps,TILTING,81483.0
16:18:28,41.29406,1.77757,3,movistar,movistar,0,STATE_IN_SERVICE,5.3,7.0,9.0,gps,TILTING,81483.0
16:18:29,-9.2949,-37.84073,8,VIVO,VIVO,0,STATE_IN_SERVICE,90.6,4.0,8.0,gps,IN_VEHICLE,
16:18:36,3.75514,8.78099,18,GETESA,GETESA,0,STATE_IN_SERVICE,0.1,3.0,31.0,gps,ON_FOOT,
16:19:18,-9.29693,-37.85067,8,VIVO,VIVO,0,STATE_IN_SERVICE,82.8,6.0,8.0,gps,IN_VEHICLE,
16:20:27,42.25605,2.94979,7,movistar,movistar,0,STATE_IN_SERVICE,0.2,1.0,24.0,gps,IN_VEHICLE,172214.0
16:20:40,41.62645,2.66757,23,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,0.0,34.0,gps,ON_BICYCLE,81635.0
16:21:01,41.62617,2.2449,1,movistar,Movistar,0,STATE_IN_SERVICE,1.4,1.0,23.0,gps,IN_VEHICLE,81075.0
16:21:08,-9.30153,-37.87384,8,VIVO,VIVO,0,STATE_IN_SERVICE,85.1,3.0,34.0,gps,IN_VEHICLE,
16:22:04,41.73946,2.62314,11,movistar,pepephone,0,STATE_IN_SERVICE,0.0,4.0,33.0,gps,UNKNOWN,170834.0
16:22:07,-9.30386,-37.88463,8,VIVO,VIVO,0,STATE_IN_SERVICE,74.0,5.0,21.0,gps,IN_VEHICLE,
16:22:13,40.54717,0.52107,23,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,2.0,20.0,gps,STILL,430043.0
16:22:16,3.75485,8.78084,20,GETESA,GETESA,0,STATE_IN_SERVICE,0.6,5.0,38.0,gps,ON_FOOT,
16:23:08,-9.3062,-37.89729,8,VIVO,VIVO,0,STATE_IN_SERVICE,83.5,3.0,22.0,gps,IN_VEHICLE,
16:24:16,41.62628,2.6672,20,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.6,4.0,14.0,gps,ON_FOOT,81635.0
16:24:31,-9.30968,-37.91409,8,VIVO,VIVO,0,STATE_IN_SERVICE,81.8,4.0,16.0,gps,IN_VEHICLE,
16:25:24,42.25612,2.94947,10,movistar,movistar,0,STATE_IN_SERVICE,0.3,1.0,48.0,gps,IN_VEHICLE,172214.0
16:25:29,-9.31184,-37.92495,8,VIVO,VIVO,0,STATE_IN_SERVICE,75.6,3.0,8.0,gps,IN_VEHICLE,
16:26:08,42.00849,2.03059,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,41.7,3.0,39.0,fused,TILTING,81712.0
16:26:20,-9.31394,-37.93491,5,VIVO,VIVO,0,STATE_IN_SERVICE,78.9,3.0,9.0,gps,IN_VEHICLE,
16:26:27,41.53062,2.29891,6,movistar,Movistar,0,STATE_IN_SERVICE,0.1,5.0,13.0,gps,STILL,82969.0
16:27:09,41.5753,2.25021,2,movistar,Movistar,0,STATE_IN_SERVICE,55.4,1.0,48.0,gps,IN_VEHICLE,81593.0
