flight_id,fuel_usage,maintenance_check,baggage_errors,safety_incidents
FL7136-680,9917.500084270232,1,2,0
FL7217-597,11149.4990557723,1,2,0
FL4167-942,9742.801871087111,0,3,0
FL9099-617,19797.8196400878,1,8,0
FL5695-293,17440.97313587333,1,2,0
FL7451-848,12827.63727569037,1,8,0
FL4142-560,14749.690499459257,1,3,1
FL7904-700,10078.04634313193,1,2,0
FL7852-634,11072.39627558085,1,5,0
FL6112-968,12056.46041570833,0,3,2
FL9294-224,16839.411897903403,1,4,0
FL9850-922,16695.304519649144,1,4,1
FL6442-316,10271.469331956148,1,3,0
FL5227-920,19603.681769945902,1,5,0
FL2021-210,16714.78505257891,1,5,0
FL2397-983,15065.231296248916,0,3,1
FL4395-480,6877.594288841006,0,1,0
FL2652-990,6742.8129725173,1,4,0
FL2546-365,13952.84721979548,0,7,2
FL2200-638,12153.149782146898,1,4,0
FL2180-376,15123.286746538164,1,4,0
FL7299-485,5814.67796329738,1,6,0
FL1992-956,9820.913483951761,1,5,1
FL3983-750,9761.211754616308,0,2,0
FL4345-472,9300.770042129545,1,6,0
FL7891-805,8929.9875470189,1,3,0
FL8497-576,12357.696420030908,1,2,2
FL2901-103,8443.816330277863,1,8,0
FL9188-108,12903.863964972476,0,4,0
FL6922-773,12909.406863382015,0,5,0
FL8972-492,8381.45419468319,0,7,2
FL2770-606,16842.56524291037,1,2,2
FL9792-403,19937.35216483951,1,3,0
FL2484-482,15052.111689979782,0,4,0
FL3391-363,16014.34191141469,1,4,0
FL7842-669,5938.540530009065,1,4,0
FL6297-764,10310.6937875079,1,5,0
FL2460-919,11219.404176110987,0,2,0
FL7395-617,14165.496152057893,1,2,1
FL3128-850,11717.393718877094,1,1,0
FL6196-664,12600.953868852395,0,8,0
FL1739-815,5811.536403490251,0,4,0
FL3961-379,17795.19259483718,0,3,0
FL2152-394,15147.837898147156,0,1,0
FL2079-240,13507.552861870838,0,6,0
FL1948-197,10267.764690321135,0,4,0
FL4941-746,15103.827033131718,1,5,0
FL2935-287,10407.105807435586,1,4,0
FL9859-437,10099.897142119724,1,3,0
FL2780-574,18707.750878431663,1,6,0
FL6307-127,11012.080418873613,0,2,0
FL9670-846,14595.42601047392,1,4,0
FL9425-502,15145.376066309454,0,7,0
FL5774-685,17061.278570293354,1,2,0
FL3096-144,17856.866843286178,1,8,0
FL7534-323,8564.123091549282,1,5,0
FL7659-228,12072.04576787942,0,2,2
FL8633-148,9615.380990140246,1,2,0
FL4757-769,17786.533404233036,0,3,0
FL6986-489,11798.804485334385,0,4,0
FL7475-535,10770.72671848541,1,5,0
FL8045-249,17331.549580254243,0,3,2
FL2489-980,13582.330718533842,1,4,2
FL3027-320,14743.010412717085,1,5,0
FL3197-182,18791.962406558243,1,5,0
FL5577-341,8877.155888667678,0,7,2
FL3363-893,14379.931935704635,1,5,0
FL3021-741,7032.800129760649,1,7,0
FL5475-270,13607.268872985433,1,3,0
FL2581-582,11273.100041022772,0,5,1
FL2946-331,8415.811421005625,0,2,0
FL3111-506,10124.2900636869,0,2,0
FL2354-756,17631.296215502145,0,4,0
FL4806-203,7871.065365637973,1,2,1
FL1544-902,10390.95581697354,0,3,2
FL5634-969,8686.639655056731,1,5,0
FL4368-237,16983.118175038995,1,1,0
FL5386-196,11116.364647038115,0,5,0
FL6626-219,13208.829643875213,1,4,0
FL5821-199,6084.0756333900945,1,2,2
FL1990-693,18552.48117527869,1,4,0
FL4550-716,12388.475254199713,0,3,0
FL1985-940,15650.839750654171,0,4,0
FL2996-123,5661.4249548152275,1,3,0
FL7693-469,19205.265143429337,1,2,0
FL6412-780,16035.559095453356,1,1,0
FL8499-755,9973.144975015308,0,3,0
FL9187-782,17703.98881944357,0,8,2
FL5147-225,19430.890804246606,0,1,0
FL6605-755,15231.622826348426,0,5,0
FL3728-370,11422.891748745387,1,1,2
FL5192-929,7445.618249070578,1,2,1
FL3166-669,11907.602518512937,1,6,0
FL5615-407,18153.89242017336,0,1,0
FL9917-276,17501.964364787105,0,6,0
FL1771-335,6496.07475384373,0,2,2
FL9321-627,11126.541217952035,1,2,0
FL3291-896,13995.730081500798,0,3,0
FL3647-389,19259.117732184208,1,3,0
FL6561-583,10402.85301394291,1,6,1
FL9325-892,19440.17169311319,0,1,2
FL7706-564,11756.38527468037,1,3,0
FL9085-889,18322.51815477737,0,4,0
FL5872-308,10810.228032839153,1,4,0
FL9539-505,10574.622695321752,1,3,0
FL2292-732,6710.485390210189,1,4,0
FL1496-714,10850.62045754943,1,4,1
FL8321-465,9790.88945828387,0,7,0
FL1936-991,6666.904391138511,0,6,2
FL2883-448,16846.13238987186,0,1,0
FL5047-472,14753.282298932416,1,2,0
FL1377-853,11730.563912796835,1,2,0
FL3482-751,9370.515641770584,0,6,1
FL3166-710,18865.233363318148,1,4,0
FL6538-150,15579.630473958601,0,7,2
FL8441-896,18800.867650165346,0,7,0
FL7098-532,6933.9256668375265,0,3,0
FL8597-526,17961.521919097097,0,3,0
FL9596-686,7163.747911077485,1,3,0
FL5421-522,11662.221379583594,1,1,0
FL4939-137,5734.902231172763,0,5,2
FL7612-808,18067.6206450788,1,3,0
FL6344-308,16390.3298634191,0,2,0
FL7661-107,5908.766877945999,1,2,0
FL8217-418,13979.269508184994,0,4,0
FL4700-724,16090.436890715362,1,5,0
FL5985-819,19588.670167140925,0,2,0
FL1118-777,19870.17583276448,1,7,0
FL7273-821,8026.501606844429,1,2,0
FL4831-418,7382.551432231946,0,2,0
FL8731-185,10874.273267645694,1,3,0
FL1682-221,15248.204623336627,0,3,2
FL3839-168,5258.523502862026,1,3,0
FL2471-501,17735.080320131594,1,2,0
FL1911-159,10695.137129575489,0,4,1
FL6656-980,7458.160343649209,0,2,0
FL2467-129,12083.301002470747,0,4,0
FL4756-927,18869.84473328993,0,6,0
FL4801-264,5758.4082714647575,1,7,2
FL2713-836,14842.545509226473,0,4,0
FL8481-472,7921.595587572294,0,3,0
FL6765-210,9148.751710274055,0,5,0
FL6536-371,19284.784019320978,1,6,0
FL2419-636,17651.40068166911,1,3,0
FL6352-980,19081.87921426727,1,7,0
FL5891-215,11684.515583278624,0,3,0
FL9635-759,17761.2440543594,1,4,1
FL1456-983,17893.68701293451,1,4,0
FL1708-654,9988.450039197212,0,1,0
FL4552-655,19239.789683734372,0,8,0
FL7143-705,10234.520055261248,0,2,0
FL3813-665,8630.17020714992,0,7,0
FL7999-105,7677.321977017784,1,3,2
FL2368-721,8032.425688895482,0,1,0
FL8087-969,18760.598065421724,0,3,0
FL9947-123,17197.114152702845,1,6,0
FL5309-345,10355.807070218518,1,3,0
FL4148-414,11348.578193914775,1,3,0
FL1781-144,17032.65047753213,1,4,0
FL7431-817,13086.897349546187,1,5,1
FL2841-397,14034.329966625095,1,3,0
FL8064-787,10532.395668827838,0,4,0
FL1814-207,15760.62734645113,0,6,0
FL1539-340,16668.5359608793,0,4,0
FL3547-546,17065.95819977882,1,5,0
FL6399-736,17542.248476859055,0,3,0
FL9433-972,12356.169256233226,0,2,0
FL5222-873,12631.064728702924,0,4,0
FL1275-976,12711.817699643689,1,3,0
FL9725-831,10437.003484773159,0,5,0
FL5210-318,17137.65342998518,1,4,0
FL2075-604,17674.781212294554,0,2,0
FL5392-301,7253.786806933405,0,2,1
FL1238-143,15512.67188494935,1,6,0
FL1859-928,17772.824902307624,1,3,0
FL5064-181,16008.17249547665,1,4,2
FL9944-323,10212.7123539499,1,2,0
FL2766-576,11943.289100785623,0,5,0
FL5039-753,19040.68432857145,0,2,0
FL3609-729,5725.580509457276,1,4,0
FL6997-472,15638.644829704022,1,2,0
FL5831-849,7709.002078960917,1,2,2
FL1940-633,17654.10603179004,0,5,0
FL2442-680,7003.808759973529,0,4,0
FL6870-255,13806.648543779533,0,4,1
FL4741-482,12144.798620220083,1,3,0
FL1757-343,16416.0273784411,1,3,0
FL1734-930,6885.251168750362,0,4,0
FL4127-206,7861.453419956757,0,4,0
FL8781-119,6515.134007089325,0,3,0
FL4444-328,9089.617796586885,1,7,0
FL8211-157,12107.51521356458,1,1,1
FL3063-596,10877.869256183953,1,3,0
FL9387-665,14285.447046151327,1,5,0
FL4923-697,7679.535924393346,1,3,0
FL5989-675,17600.60160112662,0,2,0
FL3961-246,13454.744744973954,0,1,0
FL4388-433,6382.041071606243,0,2,0
FL1370-787,19908.18266446465,0,2,0
FL5964-367,17301.965781176903,1,4,2
FL1089-477,10920.610514840038,0,3,2
FL2943-834,17274.548071815872,0,3,2
FL3943-838,11991.77463826385,0,2,2
FL7311-863,15645.68578144444,1,5,0
FL9771-479,17049.42989886622,1,2,0
FL2072-879,9851.546901095877,1,3,0
FL7260-297,14495.83272978732,1,6,2
FL5010-107,16548.989927712355,0,2,0
FL1297-474,8762.415530220132,0,1,0
FL2932-445,16763.95543602665,1,3,0
FL9854-738,7830.559125485401,0,1,0
FL7150-276,14943.464434901809,0,2,1
FL1263-580,19499.539015805087,1,6,0
FL1363-238,13597.949670210577,1,3,0
FL7615-684,5518.790985625575,1,2,0
FL8737-909,12109.857638410445,1,4,0
FL2493-274,9138.787165398258,0,4,0
FL1952-407,13747.379287734097,1,7,0
FL9227-499,14986.363421009592,1,4,0
FL8266-341,13677.249627183946,1,6,0
FL4733-683,12221.929101534935,0,2,0
FL8775-210,12593.051471493021,1,5,0
FL9962-692,14485.977775625768,1,6,0
FL9277-760,19978.665535662964,0,3,0
FL8303-810,11512.29976720806,0,3,0
FL1979-268,5597.306280417214,0,3,0
FL7678-605,5885.651866995375,0,6,0
FL2019-849,18042.872236612668,1,4,0
FL7696-894,12692.065973397772,0,7,0
FL6622-548,8559.362484529584,1,1,0
FL9055-402,10190.34202247368,1,2,0
FL1055-436,13946.194364523099,1,7,0
FL5079-576,13900.917031384652,1,3,2
FL5962-663,11249.682283913184,1,2,0
FL5238-653,9492.028770891047,0,1,0
FL7962-657,5926.771050114539,0,2,0
FL6652-775,14239.117715930099,0,4,0
FL3214-295,15810.566861713742,1,4,0
FL7193-891,19722.366870493675,1,3,1
FL7328-672,8512.932789375764,1,4,0
FL4692-722,5895.305381231516,1,2,0
FL5656-592,15557.28537189604,1,2,0
FL3988-973,9448.617191375917,1,4,0
FL6240-589,17294.910363156338,1,7,0
FL7003-860,8065.124495204969,1,1,1
FL3186-796,16944.22486305466,0,5,0
FL6037-619,19934.073514613236,1,1,0
FL7070-642,14745.125506563667,1,4,2
FL5685-863,8982.53005620608,0,6,0
FL5298-334,13172.556085576849,1,1,0
FL9844-155,19336.396813563457,1,5,0
FL3611-618,10416.732079093348,0,6,2
FL5665-486,10752.238121051516,0,4,0
FL9688-776,8262.31853734333,1,2,0
FL3972-762,11350.73445935838,1,6,0
FL7751-517,9794.472125330632,0,6,0
FL7241-691,11507.605586611291,0,7,0
FL1627-247,13983.20578658651,1,5,0
FL9596-103,8374.87169604675,1,3,2
FL5754-649,16508.38687477949,1,3,0
FL2532-121,10797.18642408009,0,5,0
FL5119-967,14964.836052186727,1,2,0
FL7817-875,18379.054798221114,1,2,0
FL4578-942,14085.189002905952,0,1,0
FL3954-670,11665.389262756877,1,2,0
FL9881-147,9075.824414181385,0,3,0
FL2605-145,19495.3597321176,0,3,0
FL2429-927,6282.221511336472,0,3,0
FL7639-232,15868.878699067327,0,1,0
FL8194-335,13841.502936686125,0,5,0
FL5361-565,14633.359129882496,1,1,0
FL1639-688,14708.930276802681,1,3,0
FL5648-531,15823.234753933708,0,6,1
FL5389-304,12230.42733286879,0,2,1
FL5655-541,15293.185508903367,1,6,0
FL3974-406,12264.741000783506,0,8,0
FL6843-786,10507.965758475664,0,5,0
FL4840-271,14235.14594686134,1,5,2
FL1504-414,9476.993640086708,0,4,0
FL7564-701,10560.51636438883,0,5,0
FL3547-908,5435.834330060228,0,3,0
FL6546-369,13305.766887161162,0,4,0
FL1806-859,16806.77139260027,1,3,0
FL7265-469,18008.838390408644,0,4,0
FL2633-377,16635.816039882993,1,4,0
FL2804-990,12580.658853786488,0,2,2
FL8070-601,18365.656037104094,0,2,0
FL1258-604,8796.751838592465,1,2,0
FL1182-801,12820.773179966725,1,3,0
FL2917-846,10412.865148879293,0,3,2
FL6213-301,17205.711138894356,0,2,0
FL5149-817,6982.0415343625955,0,3,1
FL3401-598,15170.340607919248,1,1,0
FL2825-253,13395.687238712673,1,1,2
FL5965-383,19012.140615253622,1,3,1
FL1692-201,17876.16891124891,1,7,1
FL2565-102,6638.128272997492,0,6,0
FL2757-354,13522.031747344961,1,7,0
FL8252-778,6835.711978840109,1,5,2
FL1822-762,6934.8377790890745,1,4,0
FL7172-102,11374.63767188133,1,2,2
FL3851-649,10741.443847942852,1,3,0
FL2129-927,19595.56963413408,1,2,0
FL3412-614,7544.311808294512,0,2,0
FL8644-159,10393.320503610823,0,4,0
FL5400-206,19608.703024881594,0,8,0
FL9557-983,14515.544293024706,1,5,0
FL8329-866,8704.455268744494,0,6,0
FL8193-166,18268.647217440448,0,2,0
FL9506-834,13585.092340687323,0,3,0
FL7509-583,12400.375253426082,0,2,0
FL4555-668,13861.619178438797,1,4,0
FL1786-761,13420.343949682787,0,2,0
FL3893-577,16888.990019137826,1,3,0
FL9121-202,16090.53598832732,0,5,0
FL5708-623,15759.377914731918,1,1,0
FL1651-625,11943.227829511055,1,5,0
FL6621-225,8469.987999588919,0,2,1
FL7148-218,19062.386039849207,0,6,0
FL4256-234,6061.637753815425,0,2,0
FL1285-673,13197.324381257538,1,3,0
FL5116-265,14344.7511984989,1,2,0
FL6315-201,6874.083669138181,1,2,0
FL6203-540,18493.39425119695,1,4,0
FL1639-119,7665.201882570742,1,4,0
FL7418-710,13694.959886349861,0,7,0
FL2273-118,7856.454772761574,1,1,2
FL8473-451,12862.276302974167,1,7,0
FL6925-970,8783.625950337173,1,1,0
FL4307-184,6981.375086646817,0,1,0
FL3435-361,15296.943988451532,1,5,0
FL7863-580,19196.59463631457,0,2,0
FL7737-608,8393.635876567445,1,4,0
FL9077-319,8441.515339398273,0,3,0
FL8074-367,18912.329200348533,0,2,0
FL6579-469,13519.026615321649,1,7,0
FL7980-363,13960.547906420255,0,5,0
FL2080-814,12202.696428039038,1,5,0
FL9255-615,9040.201780050033,0,3,0
FL8396-114,11986.696147577244,1,3,0
FL6640-385,10958.642969236189,0,2,0
FL8349-974,13216.160755140152,0,4,0
FL3041-233,16337.89277741219,0,4,0
FL1495-735,18391.17333315672,1,6,0
FL8723-464,17370.03193570985,0,6,0
FL6476-358,15812.629588280348,1,3,0
FL4297-893,15256.06812299726,1,3,0
FL8513-730,5097.598146404386,0,2,1
FL7403-629,6849.058323115352,0,6,1
FL8281-326,5103.487375121579,0,3,2
FL6545-903,12693.155434147895,1,3,0
FL2999-961,17620.210845737427,0,2,0
FL9706-566,12223.312113669748,1,4,0
FL7529-746,17411.444281779997,0,2,0
FL3345-197,11871.784467081783,1,1,1
FL4396-413,11806.377267033284,1,2,0
FL2167-445,15366.069434868034,1,3,0
FL6131-544,5773.024447950974,1,3,2
FL8728-997,8697.923878051251,0,4,0
FL2537-619,7594.292440418632,0,8,0
FL3371-907,15612.765057231672,1,5,0
FL2908-143,17713.49058126681,1,4,0
FL9387-617,7424.233098179435,0,4,0
FL8854-771,7235.600516653369,1,3,0
FL3554-139,8325.909564157879,0,4,0
FL9720-256,19024.965718878724,0,3,0
FL3452-557,19309.551734693545,1,7,0
FL4181-966,11570.548643258713,1,5,2
FL6071-614,13497.43538825925,0,2,0
FL6442-785,13411.921683667211,0,6,0
FL2419-955,9821.332436558983,1,1,0
FL3642-233,18753.492832785625,0,6,0
FL2351-531,7399.032437811023,1,6,0
FL1603-174,10646.64271704294,0,7,0
FL2873-101,19270.624099604272,1,3,0
FL7587-273,14842.743020260536,0,4,0
FL7259-333,14867.739953784921,0,8,0
FL5188-104,11355.522887460524,1,7,0
FL9665-720,13846.429734819623,0,6,0
FL2738-483,15334.923398584797,1,4,2
FL1719-121,16248.338852960886,1,4,0
FL7813-146,11191.367996537683,1,4,0
FL1103-427,18377.191369674685,0,6,0
FL1651-224,8175.170607035642,1,2,1
FL9585-262,8316.086920309863,1,3,0
FL5489-511,17639.33946284387,1,4,2
FL3937-231,8721.65549126528,1,4,1
FL9901-908,6659.173645353403,0,4,0
FL7840-748,14216.243406922535,0,3,0
FL1521-885,15413.189034179093,1,2,0
FL8009-595,17191.629752072717,1,7,2
FL7464-423,18335.562001054852,0,7,1
FL1563-724,6284.632237558547,1,6,0
FL5458-235,12145.87171133374,1,2,0
FL4936-816,12554.928677811726,1,3,2
FL5121-930,15820.668406002582,0,6,0
FL2663-362,8082.968927500373,1,5,0
FL4972-546,14504.835895012548,1,6,0
FL9227-557,10000.446083873021,0,2,0
FL8904-791,18814.969541958046,0,3,0
FL6129-795,6640.025239065286,0,3,0
FL7105-541,18805.510845523648,0,5,0
FL4206-866,13159.31623361739,1,3,0
FL7409-885,18416.928433865025,0,5,0
FL9652-642,5834.828956957137,0,3,0
FL4578-958,19492.793757868654,1,6,0
FL7315-887,5788.144153196103,1,3,1
FL6886-446,13098.45850205076,1,1,0
FL2994-655,14586.348801085798,1,6,0
FL5851-727,16254.04060650824,1,2,1
FL4285-832,15781.136885018817,0,6,2
FL8455-193,5316.471899931002,0,2,2
FL8017-762,19521.04814055269,1,4,0
FL9917-825,19750.754549204183,1,2,1
FL6456-300,14652.706466237105,1,4,0
FL1839-426,18671.105473102532,1,2,0
FL4840-618,8255.428798584293,0,3,1
FL6494-885,6002.102963598189,1,3,0
FL7730-217,7135.235026107997,0,5,1
FL8103-322,16637.8554516024,1,6,0
FL5419-845,5801.443953385622,1,5,0
FL7313-438,10219.127808244786,1,3,1
FL8881-121,12401.990762452773,1,8,0
FL5621-330,17503.960245001843,1,3,2
FL5226-609,5473.910083818218,1,5,1
FL7514-307,11802.2740017687,1,4,0
FL4133-895,5284.113512346018,0,7,0
FL2834-593,8522.248223403369,1,7,0
FL4809-264,11494.301906463645,0,6,0
FL8380-886,13745.777759718916,0,4,0
FL7882-281,14587.175356949732,0,5,0
FL5125-265,14006.518304547682,1,4,0
FL4203-284,6373.009292215384,0,7,0
FL2432-657,14019.78865365346,1,4,1
FL5527-973,16096.515775497888,0,4,0
FL5054-848,19014.67786860222,0,7,1
FL7243-939,12138.908330120881,0,4,2
FL9984-318,10749.680058870412,0,3,0
FL3471-677,16770.35744053083,0,6,1
FL2431-764,9254.258143295358,1,5,0
FL6401-130,19218.58302541312,1,5,0
FL2490-984,7702.887664611612,1,3,1
FL4630-113,18229.775916170267,0,4,0
FL6650-959,19066.65737741512,0,8,0
FL1857-442,8408.462721340326,0,6,2
FL8936-749,12099.149504647065,0,2,1
FL1025-822,18864.8246208431,0,6,0
FL7833-285,10072.154796734761,1,2,2
FL7345-231,13498.738693415486,1,2,0
FL2106-416,14451.427392111387,1,8,0
FL4895-256,14190.757093633465,0,7,0
FL3392-231,7034.380115598946,1,4,0
FL1129-521,13481.109228514753,0,3,0
FL5264-336,14636.794815846919,0,1,0
FL1318-510,11064.741454089457,0,6,0
FL5366-320,14172.937851670624,1,3,0
FL2139-629,9890.110849987115,1,2,0
FL9545-317,6064.086897543475,1,3,0
FL1484-702,15933.405597745224,0,2,0
FL1735-360,13061.81730458948,0,2,0
FL9398-670,19109.530305889726,0,3,0
FL4580-649,19493.83628734911,1,2,0
FL2912-882,10965.755424122308,1,2,1
FL7908-114,10064.182713563943,1,3,0
FL6523-520,17398.598507334154,0,3,0
FL3376-201,7536.200749742505,1,2,2
FL1036-870,19634.440887640885,0,3,0
FL2729-399,17982.251373572777,0,4,0
FL8755-199,13709.566746408647,1,7,0
FL8271-684,13265.064253909713,1,1,0
FL8013-903,18070.875571898912,1,7,0
FL9839-508,10674.15161596911,1,3,0
FL1918-138,14094.493153334934,1,4,0
FL2266-380,19771.917208112427,0,4,2
FL4874-610,12619.994363457066,0,5,2
FL9216-931,14473.426691783787,0,3,0
FL6360-276,9245.532192357441,1,5,0
FL7747-742,8113.1596686825305,1,4,0
FL9977-982,15497.859715602535,1,6,0
FL2852-530,9307.956111030362,1,7,1
FL9280-942,19808.667660191717,1,5,2
FL2627-237,15570.609953835825,1,4,0
FL1326-837,16084.981138442252,1,2,0
FL1669-476,16739.10561863419,0,4,0
FL4221-525,8833.506778326711,0,5,0
FL3957-186,18385.95252318857,1,1,0
FL8126-498,9833.533881600559,0,4,2
FL6101-420,16112.387058188859,0,4,0
FL7631-842,13072.59511910489,1,4,2
FL8986-732,13855.571497307312,0,1,2
FL8656-786,9789.04171481277,1,7,0
FL6926-706,13980.024374275901,0,7,0
FL9494-294,19206.561341093373,1,4,0
FL9502-428,11147.35704797317,1,1,0
FL4249-564,18873.68377262831,1,3,0
FL7008-705,10349.672237029827,0,8,0
FL3574-899,14359.99958782909,1,5,0
FL2545-822,18147.764858115115,0,7,0
FL4726-906,19810.22185308613,0,6,0
FL3636-747,16368.527965314965,1,3,0
FL6594-926,10967.828985376336,0,4,0
FL5347-848,17292.24284047607,1,5,0
FL3962-286,19313.192328696467,1,4,0
FL6015-883,9466.560457085156,1,3,0
FL4597-922,18372.943834411937,1,2,0
FL6826-722,16504.04325732131,1,1,0
FL6286-629,9643.046803099784,0,2,0
FL7753-617,7038.719748801094,1,6,0
FL9105-432,14029.885653556084,0,5,2
FL2002-687,12059.788390094409,0,4,0
FL9884-340,8673.48343354338,1,4,0
FL8501-673,8885.961293762815,0,8,0
FL8342-911,9776.864810056471,0,3,0
FL5502-378,15695.743688534027,1,3,0
FL7840-345,15336.192891517683,0,4,0
FL5309-229,18951.432128126315,0,6,2
FL5771-801,5462.120854865045,1,3,0
FL9952-584,19163.603407452487,0,1,0
FL8417-283,15403.760704592778,1,1,0
FL5788-996,17784.61192243306,1,3,1
FL9798-884,13948.92161579906,0,4,0
FL1632-362,17950.677711347664,0,5,0
FL5233-990,6074.399589388311,1,6,0
FL3946-249,12069.465338312377,1,5,2
FL3875-843,16432.03418773714,0,3,0
FL8296-626,8416.969517550715,1,5,0
FL3948-151,7370.656149512091,0,3,0
FL8284-975,6143.1622730039835,1,3,0
FL3679-925,19538.336026505276,0,2,0
FL6036-182,6390.643777756272,1,4,0
FL9568-870,12730.545110816907,0,4,1
FL8752-736,9178.935730443578,0,3,0
FL1550-908,15313.769853167176,1,3,1
FL7310-526,5342.591661663273,0,3,1
FL5737-814,7180.189763445938,1,4,0
FL2174-768,13368.334404004869,0,3,1
FL9834-703,18034.656043580035,0,4,0
FL6560-786,5253.336033459786,1,6,1
FL1398-397,12804.283468326747,1,4,0
FL2418-998,5182.87605038671,1,5,1
FL3279-907,14800.70903458251,0,4,0
FL5880-497,5926.719284064423,1,8,2
FL1597-192,6032.032423010114,0,3,2
FL7094-278,18836.77142271281,1,1,0
FL8499-249,18285.487686990964,1,4,0
FL3008-785,6627.159705928568,1,5,0
FL1283-362,17003.82698585451,0,4,2
FL2647-106,6462.065598483449,0,1,0
FL3209-851,8466.1447866752,0,6,0
FL1599-541,14635.126741289512,1,5,0
FL2217-994,14304.844908584164,0,8,0
FL8342-184,15924.051804865634,0,3,0
FL2804-155,9457.298953455957,1,4,2
FL1886-736,16703.65598669529,1,4,0
FL1897-676,13110.787631020998,1,2,0
FL9340-898,6386.591983476776,1,5,0
FL5566-187,5305.919296510166,0,4,0
FL3202-314,19634.301560029766,1,1,0
FL9529-865,5241.399710425888,1,3,0
FL1639-957,7470.26058781491,0,6,1
FL2134-412,9980.32577504716,0,3,0
FL6309-803,5694.050558866989,0,2,0
FL7817-796,9248.939151260436,0,2,2
FL4710-377,13647.669296512158,1,3,0
FL1685-806,8236.275653457647,1,7,0
FL2314-160,14858.705713979862,0,3,0
FL6856-500,11609.957250053134,1,6,0
FL5713-359,16853.882697948102,1,2,0
FL9851-577,12080.611192474138,0,2,1
FL2771-634,15837.500365115735,0,3,0
FL3487-893,15770.294903982918,1,4,0
FL8125-114,12376.159872187065,1,3,0
FL6361-361,5400.250856013489,0,3,0
FL8335-156,16631.587534087288,1,2,0
FL5460-189,16195.003760854364,0,5,0
FL2641-401,13092.091247849923,1,5,0
FL8384-714,15374.866566467104,0,1,0
FL6940-320,14914.438939653317,1,3,0
FL2820-263,12046.94755164129,1,1,0
FL9836-393,19625.091135639515,0,4,1
FL2775-535,17728.97675084867,0,4,0
FL9610-701,18111.31057297496,1,6,0
FL2083-346,16795.51270464513,1,8,0
FL4477-766,8347.358653036894,1,3,0
FL6324-394,18690.60067259364,0,4,0
FL9993-897,12923.812477601976,1,4,0
FL8967-680,13985.852998180946,1,4,0
FL1308-756,5976.7093121051175,0,8,0
FL8532-414,9983.147124049294,0,6,0
FL9684-570,19642.604268465504,1,4,0
FL4724-684,11152.880036601822,1,5,0
FL7616-682,15543.16071640097,1,1,0
FL8164-737,5899.879701055985,0,7,0
FL3671-136,19191.852649196313,0,5,0
FL9317-264,16489.074488660975,0,6,1
FL2876-598,9661.262414905912,0,5,0
FL6770-898,17992.884963735618,1,3,0
FL7595-450,13195.488650261581,1,5,0
FL5215-540,18291.859870345164,0,5,0
FL7341-333,9212.198947624696,1,3,0
FL9213-969,13076.91063180706,0,7,0
FL1099-843,14716.115113401864,1,4,0
FL9402-673,13579.332176826862,0,2,0
FL4757-899,17441.63230039629,0,3,0
FL3198-632,17515.984052244832,0,4,0
FL8272-979,11268.874340749548,1,1,0
FL7182-172,11167.94555074818,0,3,1
FL7641-862,6513.933509169194,0,4,0
FL1168-722,15314.501045444656,0,5,0
FL9274-162,17671.05579951148,0,5,0
FL9186-261,11863.273245470566,1,1,0
FL8088-823,12343.744144621513,1,3,0
FL1281-661,17204.41258360429,0,7,0
FL3735-916,5131.178284430489,0,2,0
FL6134-100,10576.98959746577,1,4,0
FL5949-163,13640.972882326017,1,5,0
FL5672-801,15348.352720284933,0,4,0
FL6623-777,6369.645782788323,1,5,0
FL9096-815,10166.055318833209,1,6,1
FL9741-728,7419.044427508901,1,4,2
FL9681-653,18339.15642161602,1,2,1
FL8586-251,10496.41126734639,1,3,0
FL4276-594,19076.768773530635,0,5,0
FL2761-371,11950.587018890965,1,5,0
FL5985-234,5724.646148867381,1,7,0
FL9458-210,11898.311146481909,0,2,0
FL9048-417,19319.96942806997,1,4,0
FL9202-604,16101.765882356214,0,8,0
FL4164-998,13836.604477283056,1,3,0
FL5495-723,10079.230732987893,1,8,0
FL1743-702,9389.175292327738,1,5,0
FL6432-574,19315.57812553348,0,4,0
FL4535-668,5664.96534759395,1,7,1
FL8668-103,5731.275424640409,0,6,0
FL7865-302,6056.044308279579,1,3,0
FL9985-350,5366.162784484095,0,5,2
FL7398-118,9089.787613200133,1,8,0
FL4591-779,8355.825758776113,1,6,0
FL4449-395,19871.365105108336,0,4,0
FL3066-232,12064.280139199987,0,5,0
FL9316-326,5970.106035634516,1,4,0
FL6841-781,17193.20494879515,0,3,0
FL5551-466,14038.101191509964,0,4,0
FL9267-467,7335.390661858585,1,6,0
FL6705-715,10821.158053250967,0,6,0
FL5126-987,16180.231267676734,0,5,0
FL8076-159,7522.384263690956,0,1,0
FL5134-220,6200.275805029989,0,5,0
FL1877-355,13461.153032027662,0,2,0
FL1717-641,6481.968682006287,0,2,0
FL1391-638,14054.216490585195,0,1,0
FL8261-499,17720.07121038608,0,3,0
FL2603-271,18182.109419926357,1,5,1
FL1412-480,15469.712378012271,0,4,0
FL8895-976,6791.024567125325,0,4,0
FL8079-734,11131.936259120044,1,2,0
FL8702-951,7825.317683025741,0,2,0
FL2408-565,13068.327249704684,1,2,0
FL8653-532,17092.16127356408,0,3,1
FL9518-843,5767.547570725151,1,2,0
FL6504-980,17920.938503769677,0,4,0
FL3141-623,9980.217037602404,0,3,1
FL9962-527,16094.703286933773,0,4,0
FL9923-900,8630.07825601428,0,2,0
