flight_id,passenger_count,seat_occupancy,customer_satisfaction,catering_score,entertainment_score,cabin_crew_score
FL3489-678,253,0.92,3,4,5,5
FL1633-235,292,1.0,4,4,5,5
FL4590-493,249,0.96,5,5,3,5
FL2004-716,164,0.98,4,4,5,5
FL4054-714,262,0.99,5,3,5,4
FL9460-432,205,0.97,5,5,3,5
FL5668-226,255,0.98,4,4,3,4
FL7589-396,201,0.98,5,3,4,5
FL4958-636,150,0.91,3,3,3,4
FL1374-343,163,0.97,4,3,4,5
FL6553-937,161,0.99,5,5,3,4
FL2089-578,156,0.92,5,3,3,5
FL1293-888,180,0.91,4,3,5,4
FL4112-889,185,0.97,5,4,3,4
FL5880-275,195,0.9,3,3,4,4
FL1006-433,255,0.9,3,3,4,4
FL7419-678,191,0.93,4,3,5,5
FL3198-786,168,0.96,4,5,4,5
FL9225-392,165,0.95,4,4,4,4
FL7385-260,229,1.0,5,3,3,5
FL1811-936,179,0.92,4,5,4,5
FL2607-250,203,1.0,3,3,3,3
FL4848-692,179,0.93,3,3,3,3
FL8281-229,201,0.9,5,3,3,3
FL4619-561,265,0.9,3,5,4,5
FL5842-482,163,0.94,5,5,4,3
FL9217-596,154,0.99,5,3,4,5
FL1550-566,151,0.94,5,4,4,5
FL6061-410,291,0.9,5,5,5,5
FL7132-121,205,0.92,3,5,5,3
FL6434-975,195,0.92,4,4,4,3
FL5954-159,191,0.93,5,3,3,3
FL8809-737,255,0.95,3,5,4,4
FL5217-318,186,0.97,5,4,3,3
FL7633-534,216,0.91,5,4,5,5
FL6181-161,270,0.9,4,5,3,5
FL8590-464,259,1.0,4,5,4,5
FL5105-230,187,1.0,3,5,3,4
FL9378-489,190,0.91,5,4,3,3
FL5647-443,233,0.91,5,5,5,5
FL2488-820,253,0.99,4,5,3,4
FL3366-431,199,0.95,3,3,3,4
FL3844-765,179,0.94,3,3,5,4
FL9707-178,210,0.92,5,3,4,5
FL3590-859,173,0.96,3,3,3,5
FL7309-625,183,0.96,4,3,4,3
FL8534-618,168,0.92,3,3,3,5
FL8805-545,197,1.0,5,4,4,3
FL5926-105,189,0.98,5,3,4,5
FL4853-432,183,0.93,3,5,4,4
FL2109-132,201,0.94,4,3,5,4
FL2493-928,259,0.9,5,5,3,3
FL1777-646,268,0.99,3,3,3,4
FL7861-974,161,0.95,4,4,5,3
FL3793-864,242,0.93,3,4,5,5
FL8325-696,243,1.0,3,3,3,5
FL8054-727,152,0.96,4,3,4,5
FL2037-545,195,0.96,4,3,5,3
FL9781-111,173,0.91,4,5,4,5
FL4295-179,282,1.0,3,5,5,3
FL8954-718,181,0.91,4,4,4,5
FL7875-481,292,0.95,4,5,5,5
FL2603-919,231,0.96,3,4,5,5
FL6832-415,287,0.94,4,3,4,5
FL7355-299,174,0.99,5,5,4,4
FL9504-616,290,0.98,4,4,4,5
FL5041-636,298,0.94,4,3,4,3
FL1351-338,290,0.93,5,5,4,3
FL9685-892,180,0.95,4,4,3,3
FL8302-205,235,0.99,3,3,5,3
FL6907-738,172,0.94,5,4,4,4
FL5635-701,154,0.92,3,4,3,5
FL4862-167,200,0.97,3,5,4,4
FL2360-517,202,0.94,5,5,4,5
FL4690-500,288,0.93,3,4,5,3
FL2390-522,222,0.95,4,4,4,3
FL5524-810,231,0.94,4,5,5,4
FL5422-559,159,0.93,4,5,4,3
FL8434-557,230,0.9,3,3,3,4
FL8831-481,235,0.94,3,3,4,4
FL1532-569,180,0.92,3,3,5,4
FL8322-448,210,0.94,3,4,3,3
FL5086-559,247,0.93,5,3,5,5
FL1103-221,224,0.94,3,5,5,5
FL3975-746,205,0.94,4,3,3,3
FL1310-745,290,0.95,5,4,5,3
FL7874-311,185,0.93,3,3,5,4
FL3057-756,179,0.96,4,5,5,5
FL3105-655,266,1.0,4,3,4,4
FL4039-861,172,1.0,5,5,4,3
FL9932-922,194,0.92,3,5,5,4
FL4082-728,170,0.98,5,3,5,3
FL1008-366,178,0.97,4,4,5,4
FL1621-431,203,0.92,4,5,4,5
FL3562-160,159,1.0,5,3,3,3
FL4983-369,298,0.98,3,5,5,4
FL2329-854,271,0.91,3,5,4,3
FL9819-620,223,0.98,3,4,5,4
FL9521-880,190,0.94,5,5,5,4
FL5786-506,263,1.0,3,4,4,5
FL4883-407,252,0.96,5,5,3,4
FL4821-297,156,1.0,4,5,3,5
FL8472-992,185,0.91,3,5,3,5
FL6308-404,237,0.98,5,3,3,3
FL6358-373,229,0.94,3,3,5,3
FL1590-222,213,0.98,3,4,5,4
FL8720-795,300,0.93,4,5,5,4
FL8800-875,272,0.91,3,5,3,5
FL1329-912,292,0.94,4,5,5,3
FL7792-742,274,0.9,4,3,5,4
FL1352-287,249,0.96,5,3,5,5
FL6351-937,266,0.99,3,5,4,5
FL3029-845,199,0.96,3,3,3,4
FL4903-649,293,1.0,5,3,5,5
FL7211-360,197,0.95,4,3,4,3
FL6440-772,292,0.91,5,4,3,5
FL2510-493,159,0.94,4,3,4,5
FL7466-368,170,0.98,4,5,3,4
FL7980-309,292,0.99,5,5,3,5
FL2613-250,291,0.92,5,3,5,3
FL7537-958,221,0.91,4,3,5,4
FL3817-694,270,0.93,5,3,4,4
FL5321-469,237,0.96,3,5,4,3
FL6738-657,191,0.99,3,5,5,4
FL3784-638,165,0.92,5,3,3,4
FL6815-563,294,1.0,5,5,5,3
FL6614-821,209,0.92,5,5,4,3
FL1742-131,299,0.92,5,5,4,5
FL2806-246,277,0.91,4,5,5,4
FL1953-492,234,0.95,5,4,4,4
FL1282-759,219,0.99,3,3,4,3
FL1285-235,274,0.95,3,3,4,3
FL3283-567,241,0.93,5,4,3,3
FL1280-972,278,0.94,5,5,3,3
FL4778-158,230,0.99,5,5,4,5
FL8463-470,286,1.0,5,5,4,3
FL4440-345,261,0.98,4,5,5,5
FL1938-397,225,0.93,4,4,5,3
FL2175-282,278,0.96,3,5,5,4
FL2814-250,213,0.98,5,5,5,3
FL2373-449,263,0.94,5,3,3,3
FL6695-620,225,0.95,3,4,4,4
FL8675-493,184,0.96,3,4,5,4
FL3071-867,270,0.95,3,4,4,4
FL4577-644,279,0.97,4,4,3,4
FL4628-125,163,0.99,4,4,5,3
FL4819-892,247,0.9,5,5,4,5
FL1810-941,193,1.0,4,5,4,4
FL6023-494,198,0.91,4,3,3,5
FL8270-517,205,0.92,4,5,4,4
FL5615-740,298,1.0,3,4,3,3
FL6320-795,195,0.95,3,5,4,4
FL8800-636,183,0.98,4,5,5,5
FL9480-170,262,0.91,3,3,5,3
FL2120-977,231,0.94,5,3,3,5
FL4826-347,152,0.96,3,5,3,4
FL7832-174,280,0.96,5,4,3,5
FL6952-363,280,0.96,5,4,3,5
FL1086-840,253,0.98,5,4,5,3
FL9690-152,205,0.93,5,4,5,3
FL9735-586,150,0.99,3,5,5,5
FL5663-632,273,0.93,5,3,3,4
FL2115-422,171,0.91,4,4,5,4
FL2543-153,207,0.92,4,5,3,5
FL5996-796,194,0.92,5,3,5,3
FL2541-109,222,1.0,3,4,5,3
FL1795-619,169,0.99,5,4,3,4
FL3741-432,189,0.99,5,5,5,4
FL2398-348,219,0.91,3,5,5,4
FL5286-605,196,0.95,5,4,3,3
FL9552-126,154,1.0,5,3,3,3
FL8435-865,216,0.97,3,3,5,4
FL3857-811,300,0.9,4,3,3,5
FL9050-727,221,0.9,5,5,5,3
FL7601-486,226,0.92,4,5,5,3
FL7437-452,185,0.93,5,4,4,4
FL8867-150,220,0.92,3,3,3,4
FL3157-172,279,0.9,4,3,4,4
FL5831-592,244,0.96,4,4,5,5
FL2559-914,266,0.9,3,5,4,4
FL1421-315,290,0.99,4,3,5,5
FL9531-882,253,0.91,5,5,3,4
FL6225-205,284,0.94,3,3,3,5
FL9220-332,300,0.97,5,5,3,4
FL7906-108,272,1.0,4,3,4,4
FL5337-327,225,0.97,4,4,3,5
FL1241-155,300,0.91,3,4,3,3
FL4912-934,174,0.99,3,4,3,3
FL2593-646,284,0.9,3,3,5,3
FL2133-966,214,0.92,5,5,5,3
FL2576-115,229,1.0,3,3,5,5
FL5468-896,170,0.95,4,4,3,3
FL5640-560,254,0.97,4,4,3,3
FL3925-273,296,1.0,5,4,5,3
FL8969-645,220,0.98,4,4,5,4
FL4026-881,210,0.91,5,4,3,3
FL7503-601,204,0.99,4,4,3,3
FL6999-342,219,0.99,3,3,5,4
FL5746-805,211,0.92,5,3,3,3
FL7103-246,251,0.93,4,5,5,5
FL3335-578,181,0.92,3,3,3,5
FL6335-401,267,0.99,3,3,4,4
FL1744-415,214,0.92,4,5,4,4
FL7195-508,175,0.96,4,4,5,4
FL2462-801,290,0.93,4,3,5,5
FL6616-220,155,0.91,5,5,5,5
FL2704-189,260,0.91,4,5,4,4
FL9674-459,279,0.95,3,4,5,5
FL4580-996,297,1.0,5,3,3,5
FL1350-538,245,0.96,4,3,5,4
FL1097-640,203,0.93,4,3,4,5
FL8399-965,239,0.95,5,3,4,3
FL2199-284,271,0.93,5,5,5,3
FL6172-312,273,0.99,4,4,4,5
FL9018-329,267,0.9,3,5,4,3
FL2593-457,159,0.98,4,5,5,4
FL9922-416,288,0.92,3,5,3,3
FL1605-830,281,1.0,4,3,3,3
FL4858-251,203,0.94,5,3,5,4
FL4879-282,221,0.94,3,3,4,3
FL2711-274,295,0.92,3,5,4,4
FL8592-731,207,0.93,3,4,4,5
FL1448-189,272,0.97,4,3,5,5
FL7063-588,151,0.97,3,4,5,5
FL1678-475,158,0.98,5,4,5,3
FL6888-378,244,0.98,5,5,4,4
FL2515-899,162,0.94,5,4,4,3
FL8779-570,221,0.94,4,4,5,4
FL8976-665,236,0.93,5,4,3,3
FL9215-284,273,1.0,5,3,4,5
FL6606-943,297,0.99,5,4,3,5
FL5938-365,237,0.96,4,4,4,4
FL3754-619,188,0.93,4,4,5,3
FL5909-121,244,0.92,4,3,4,3
FL1982-706,213,0.98,3,4,3,4
FL8306-369,206,0.91,5,5,4,5
FL4266-447,203,0.96,3,5,3,4
FL4756-423,255,0.98,4,4,3,4
FL7621-156,260,0.96,5,3,4,5
FL9612-639,241,0.97,3,3,5,5
FL8445-743,252,1.0,3,5,4,3
FL1675-142,182,1.0,3,4,3,4
FL8809-753,177,0.91,4,5,3,4
FL5184-511,207,0.91,4,5,3,4
FL2666-474,185,0.95,5,5,4,5
FL5627-581,274,1.0,4,4,4,4
FL2828-536,174,0.98,5,5,3,4
FL7380-416,170,0.93,4,5,5,3
FL2267-374,274,0.93,4,5,4,3
FL3045-646,237,0.94,4,5,5,4
FL2022-673,250,0.96,4,4,3,3
FL7630-225,209,0.91,3,4,4,4
FL7378-959,261,0.95,5,5,3,3
FL6976-666,173,0.97,3,4,5,4
FL2640-189,209,0.98,4,3,3,3
FL3515-711,184,0.91,4,5,5,5
FL1113-779,159,0.93,3,4,4,3
FL4460-238,234,0.99,4,5,4,4
FL2548-143,232,0.96,4,4,5,5
FL7585-689,252,0.91,3,5,5,5
FL2932-307,246,0.95,3,3,5,5
FL4377-790,150,0.97,5,4,5,4
FL1313-718,243,0.96,3,5,5,4
FL9139-644,187,0.95,4,4,3,3
FL5973-921,227,0.92,5,4,3,3
FL6743-647,299,0.91,4,4,4,5
FL4361-225,271,0.94,3,3,4,3
FL8858-369,222,0.98,3,4,5,5
FL5832-429,171,1.0,5,4,4,5
FL4639-319,170,0.9,5,5,3,3
FL1726-576,167,1.0,3,5,4,3
FL8006-574,169,0.9,3,5,5,5
FL9681-209,195,0.91,4,3,5,4
FL4291-238,231,0.94,5,4,3,4
FL6044-282,289,0.93,4,4,4,5
FL9583-880,252,0.92,5,3,3,4
FL9072-454,245,0.97,5,5,5,4
FL6136-620,164,0.97,5,4,5,4
FL9015-844,235,0.92,4,5,5,5
FL3195-649,230,0.96,4,4,5,4
FL4833-954,214,0.95,4,5,4,3
FL9421-900,246,0.91,5,5,4,5
FL8168-450,251,0.99,4,4,5,5
FL5611-700,205,0.94,5,4,3,3
FL8210-592,158,0.94,5,5,3,3
FL5011-867,224,0.92,3,3,5,4
FL8957-651,184,0.97,4,4,5,4
FL4049-162,203,0.96,4,3,4,5
FL4633-702,271,0.98,4,5,5,5
FL7546-644,159,0.94,4,5,3,5
FL5979-732,201,0.92,5,5,5,5
FL7520-581,164,0.98,4,3,4,5
FL4911-645,197,0.95,5,3,3,3
FL5171-721,261,0.92,4,3,3,4
FL4908-358,182,0.98,5,3,3,3
FL6045-998,159,0.93,4,5,4,5
FL8645-223,200,0.91,5,3,5,5
FL2786-356,153,0.97,5,5,5,5
FL6883-923,273,0.97,4,5,4,5
FL8260-429,217,0.91,4,4,3,5
FL2818-437,221,0.97,3,3,4,4
FL4564-182,277,0.97,3,3,5,4
FL1682-107,210,1.0,3,5,5,5
FL6711-289,260,0.94,3,4,5,5
FL6833-705,235,0.99,4,5,4,4
FL4282-244,299,0.97,3,4,3,3
FL5385-630,151,0.95,4,3,4,5
FL1178-298,294,0.95,4,3,5,3
FL1751-137,234,0.99,4,5,5,4
FL2184-936,244,1.0,5,4,4,5
FL3950-502,273,1.0,4,4,3,5
FL2087-810,168,0.98,3,5,3,4
FL9506-405,286,0.93,4,3,3,3
FL7166-850,185,0.92,4,3,4,4
FL7391-394,296,0.96,4,4,5,4
FL1416-257,207,0.91,3,3,5,4
FL6873-672,295,0.99,4,4,4,5
FL6578-201,233,0.96,3,5,4,3
FL2748-615,200,0.97,3,4,3,4
FL9941-588,259,0.95,3,4,4,4
FL9445-313,273,1.0,5,4,3,5
FL1021-811,152,0.93,4,5,3,5
FL7235-431,300,0.98,4,4,3,3
FL3838-963,238,0.98,3,4,3,3
FL7882-383,206,0.96,4,3,5,4
FL8926-778,233,0.9,5,5,4,3
FL7418-478,202,0.94,4,5,3,3
FL8786-243,157,0.94,4,5,3,4
FL8080-832,177,0.97,4,5,5,4
FL7984-341,222,0.97,4,3,4,4
FL1361-462,257,0.91,3,5,5,3
FL6207-179,203,0.98,4,4,3,4
FL9357-703,291,0.9,5,4,5,3
FL1125-295,201,0.93,3,5,4,3
FL5624-341,196,1.0,3,5,3,3
FL4786-500,245,0.99,4,3,3,3
FL7799-692,248,0.97,4,4,3,5
FL5167-191,248,0.98,3,4,3,5
FL2669-991,184,0.9,4,3,5,3
FL1320-675,155,1.0,4,4,4,3
FL7733-653,226,0.99,5,5,5,3
FL6793-624,163,0.98,3,4,4,5
FL7724-341,170,1.0,5,3,3,4
FL4855-387,156,0.98,5,4,3,5
FL9382-756,257,1.0,5,3,3,3
FL6462-250,208,0.91,5,5,3,3
FL1831-617,252,0.97,4,5,3,5
FL6964-171,275,0.95,3,3,4,4
FL6438-648,214,0.92,5,5,3,5
FL7734-281,265,0.99,5,5,4,5
FL9833-707,172,1.0,4,3,5,3
FL5983-190,186,0.98,3,4,5,4
FL9536-803,243,0.98,4,5,5,4
FL2421-734,229,0.93,4,4,4,3
FL8294-496,176,0.95,4,5,4,4
FL9022-709,247,0.97,5,4,4,3
FL9507-460,257,0.91,4,4,5,5
FL4360-842,290,0.97,3,5,3,3
FL2491-541,230,0.97,5,3,5,5
FL8659-510,262,1.0,4,5,5,5
FL7661-203,182,0.97,3,5,3,3
FL7626-662,174,0.9,3,5,4,5
FL2512-994,175,0.92,5,3,5,3
FL8844-230,161,0.91,3,5,5,4
FL8287-179,150,0.92,3,5,5,5
FL8206-177,290,0.95,5,3,4,5
FL3736-589,289,0.94,3,5,4,3
FL2668-600,200,0.9,3,3,3,4
FL1122-935,300,1.0,3,5,5,5
FL2814-137,276,0.97,3,4,4,5
FL7537-940,249,0.95,4,3,5,4
FL4337-129,187,0.9,4,5,3,3
FL7134-876,179,0.99,3,4,3,5
FL2406-422,207,0.95,5,4,4,3
FL3864-266,191,0.96,3,4,3,5
FL8600-796,154,0.97,5,4,5,5
FL1984-682,266,0.96,3,3,4,4
FL8754-203,191,0.99,3,4,3,3
FL3758-920,241,0.94,3,3,4,3
FL8604-213,208,0.9,5,4,4,4
FL9050-372,267,0.91,5,4,5,3
FL7513-680,213,0.92,5,4,5,5
FL6305-836,160,0.94,3,3,5,4
FL7725-494,294,0.94,3,5,3,4
FL7547-387,187,0.95,3,3,3,3
FL8721-721,218,0.97,5,5,3,5
FL3300-565,159,0.93,5,5,3,3
FL3358-851,199,0.95,5,5,3,5
FL9815-795,202,0.98,4,4,3,5
FL4918-683,257,0.9,5,5,3,4
FL5991-200,223,0.9,5,5,4,4
FL2635-662,267,0.99,3,4,5,4
FL5913-151,164,0.94,4,4,4,5
FL8570-631,203,0.95,5,3,5,3
FL4935-545,193,0.97,3,3,3,4
FL5325-171,190,0.97,3,5,5,5
FL7183-122,268,0.92,3,5,3,5
FL5373-492,178,1.0,3,5,3,5
FL4528-677,179,0.93,5,4,3,4
FL7637-653,220,0.94,3,5,3,4
FL9162-622,215,0.93,3,4,5,4
FL8405-891,278,0.93,3,5,3,5
FL1706-885,228,0.97,5,3,5,5
FL4740-651,192,0.9,4,5,3,5
FL9556-610,295,0.94,5,4,4,3
FL5830-730,273,0.92,5,3,5,4
FL3413-921,184,0.91,3,5,3,4
FL8340-674,289,0.92,4,5,3,3
FL9773-423,265,0.97,3,5,4,5
FL9654-173,244,0.98,5,5,4,4
FL3531-846,253,0.96,3,4,4,3
FL2587-367,186,0.9,4,4,5,5
FL2813-767,158,0.94,3,5,4,3
FL9634-494,257,0.91,3,5,3,4
FL7131-244,210,0.94,5,5,4,4
FL6669-104,190,0.99,3,5,4,4
FL7387-285,201,0.91,4,4,4,3
FL7506-807,291,0.99,4,5,5,5
FL6935-970,204,0.96,3,5,3,3
FL6478-451,176,0.91,5,5,3,4
FL2756-775,277,1.0,5,5,4,4
FL4670-731,296,0.92,4,4,4,3
FL4990-882,171,0.97,5,3,4,3
FL6137-379,274,0.91,4,5,5,5
FL4275-261,260,0.91,3,3,4,5
FL6954-887,237,0.97,3,3,5,5
FL5768-732,209,0.95,3,4,5,5
FL6098-152,212,0.94,5,4,5,5
FL3559-708,217,0.97,5,5,3,5
FL4946-106,259,0.94,3,3,4,3
FL5539-768,182,0.96,5,3,3,3
FL1969-779,274,1.0,4,5,5,3
FL4001-959,300,0.94,3,3,3,5
FL3459-193,154,0.91,5,5,4,4
FL3642-696,161,0.93,5,3,5,3
FL8103-958,207,0.9,3,4,5,5
FL3621-160,265,0.93,4,4,5,5
FL4317-740,188,1.0,3,3,3,5
FL3111-810,268,0.95,3,5,5,3
FL6278-313,158,0.92,3,5,4,5
FL7403-899,277,0.96,4,3,3,3
FL8313-907,214,0.98,3,4,5,4
FL6471-738,270,0.93,5,5,3,4
FL3454-381,213,0.98,3,4,4,3
FL7302-941,165,0.91,3,4,4,4
FL6960-995,206,0.99,5,5,5,4
FL7354-957,271,0.96,4,3,3,4
FL7465-944,300,0.99,3,3,3,4
FL5449-548,276,0.99,4,5,4,4
FL5936-556,241,0.94,3,5,3,5
FL5324-545,174,1.0,3,5,5,4
FL6628-619,168,1.0,5,4,5,3
FL5024-287,181,0.92,4,5,4,4
FL1118-333,195,0.98,5,3,5,4
FL7232-142,231,0.99,3,5,4,3
FL4482-253,211,0.94,4,4,5,3
FL1643-784,213,0.91,5,5,4,4
FL9943-159,257,0.93,5,4,5,4
FL1451-899,255,0.95,3,4,5,3
FL3185-563,286,0.92,4,5,5,5
FL9099-308,178,0.97,3,5,3,4
FL4974-468,160,0.96,5,3,3,4
FL3966-581,216,0.93,3,3,3,3
FL3420-186,218,0.96,4,5,4,3
FL4593-911,181,0.99,3,5,4,5
FL8896-855,272,0.97,5,3,4,3
FL7276-476,258,0.92,3,5,4,5
FL8784-970,234,0.91,3,4,3,5
FL7306-405,212,0.92,4,5,3,4
FL2389-183,284,0.98,3,4,5,3
FL1278-594,212,0.95,4,4,4,3
FL6292-784,279,0.97,4,3,5,4
FL8430-922,270,0.98,3,4,5,4
FL7370-793,243,0.99,4,4,5,3
FL5047-889,209,0.98,4,5,5,3
FL3410-421,214,0.99,5,4,3,4
FL4486-560,189,0.95,5,3,4,3
FL9813-462,164,0.97,3,4,5,3
FL6832-741,210,0.91,4,3,3,4
FL5092-807,182,0.93,4,4,3,5
FL6254-514,178,0.99,5,4,4,5
FL4011-215,271,0.9,5,4,5,4
FL2379-671,266,0.91,3,3,3,5
FL2358-658,254,0.92,3,4,3,5
FL8484-656,159,0.98,3,4,3,4
FL9744-631,246,0.94,4,5,3,5
FL6494-729,210,1.0,5,5,5,4
FL6766-369,207,0.93,3,3,5,4
FL2673-893,247,0.96,4,3,4,3
FL3684-913,165,0.97,3,4,5,3
FL7215-808,189,0.9,4,4,5,5
FL4246-737,289,1.0,4,3,5,3
FL1479-909,201,0.9,4,5,5,3
FL8727-842,190,0.95,4,5,4,5
FL9391-759,181,0.97,5,3,5,5
FL2227-463,161,0.98,3,3,5,3
FL4457-964,155,1.0,4,5,4,5
FL9533-540,186,0.97,3,3,3,4
FL6217-546,249,0.99,3,4,4,3
FL9757-776,296,0.96,4,3,5,5
FL2300-228,293,0.92,3,4,3,5
FL9479-673,278,0.99,4,4,5,3
FL9247-929,175,0.95,5,3,4,4
FL9991-337,197,0.91,4,3,3,5
FL3687-803,245,0.94,4,3,3,3
FL7948-767,160,0.93,3,4,3,5
FL6888-202,182,0.99,3,5,4,4
FL1411-510,209,0.96,4,5,5,5
FL9746-950,223,0.91,4,4,4,5
FL4363-205,221,0.9,5,5,5,3
FL9498-478,175,0.92,4,5,3,5
FL7685-528,270,0.9,5,3,5,3
FL9662-259,230,0.96,5,5,4,4
FL9162-276,216,0.95,4,5,5,5
FL3543-805,264,0.97,4,3,4,5
FL5964-321,279,0.94,3,5,4,3
FL9538-980,152,0.9,5,4,3,5
FL7501-946,161,0.92,4,5,3,5
FL6079-342,300,1.0,5,4,3,3
FL4046-446,197,0.93,4,5,4,5
FL3954-530,194,0.96,3,4,4,3
FL4609-495,231,0.93,3,5,3,3
FL8369-866,183,1.0,4,3,3,5
FL1265-822,241,0.94,4,4,5,5
FL2408-262,162,0.94,3,4,5,4
FL9411-135,231,0.93,4,4,4,5
FL4274-677,205,0.95,5,3,4,3
FL3340-837,227,0.98,3,4,3,3
FL1068-224,191,0.94,5,4,3,4
FL4996-656,234,0.93,3,5,3,4
FL3441-250,251,0.94,4,3,4,3
FL8817-833,213,0.93,3,4,3,5
FL3437-766,284,0.99,5,5,5,4
FL2629-297,294,0.98,5,4,3,3
FL4875-567,236,0.93,4,3,3,4
FL8725-837,262,0.97,4,3,3,4
FL4619-597,226,0.93,3,3,5,3
FL5024-524,280,0.94,4,4,3,5
FL5112-841,169,0.98,4,3,3,4
FL2030-591,286,0.9,5,3,4,5
FL8484-935,248,0.97,3,5,5,4
FL7204-250,291,0.93,4,4,5,5
FL8736-248,203,1.0,5,3,3,4
FL2911-650,292,1.0,4,4,5,5
FL9251-247,195,0.99,5,3,4,5
FL6557-996,150,0.93,4,4,5,3
FL8616-662,155,0.98,3,5,3,3
FL5291-598,198,0.99,3,5,3,3
FL4109-629,244,0.95,4,5,5,4
FL3792-111,254,0.9,3,3,4,5
FL8985-621,156,0.94,5,5,5,4
FL3892-994,237,1.0,3,3,5,5
FL7488-426,260,0.96,3,3,4,3
FL9550-458,230,0.95,3,5,5,3
FL6179-954,179,0.93,5,4,3,3
FL2931-392,230,0.95,4,5,3,3
FL6951-614,256,0.99,4,4,3,5
FL5058-728,201,0.91,3,5,4,3
FL7525-707,227,0.98,5,5,3,4
FL2556-391,236,0.98,4,4,4,4
FL5680-198,225,0.96,5,3,3,4
FL2863-698,264,0.93,5,5,4,4
FL4587-449,219,0.98,4,5,4,4
FL8052-131,270,0.96,3,5,5,5
FL9315-933,177,0.95,4,4,3,4
FL7152-487,247,0.98,4,5,4,3
FL1481-713,266,0.99,4,3,3,5
FL8558-989,298,0.95,3,3,3,4
FL7195-737,271,0.98,3,4,4,3
FL6368-697,162,0.93,4,3,4,3
FL3388-657,217,0.96,4,3,5,5
FL7486-174,165,0.94,4,3,4,3
FL9945-480,207,0.98,3,5,4,4
FL3458-176,175,0.94,4,5,5,3
FL8761-150,153,0.94,3,5,3,4
FL7108-881,211,0.94,5,3,3,3
FL4271-316,206,0.93,4,3,5,4
FL9916-907,176,0.9,3,5,4,3
FL5659-357,177,1.0,5,4,5,4
FL7497-182,216,0.99,5,5,4,3
FL2196-800,154,0.93,4,4,3,3
FL1206-335,203,0.91,5,4,3,3
FL9363-140,258,0.92,3,3,5,4
FL5709-724,191,1.0,5,4,4,5
FL7158-798,181,0.9,4,3,3,3
FL8616-574,176,0.91,4,5,3,3
FL2137-385,181,1.0,4,4,4,5
FL5097-411,258,0.94,4,4,4,5
FL8576-918,189,1.0,3,3,4,5
FL2363-734,226,0.94,3,5,4,5
FL9932-345,298,0.96,5,4,4,3
FL6008-703,162,0.9,3,3,3,3
FL1908-455,197,0.9,4,4,3,4
FL4190-439,206,0.95,3,3,5,5
FL2962-353,272,0.94,3,5,4,4
FL7562-785,156,0.98,4,5,5,3
FL8598-586,258,0.95,3,4,5,5
FL5580-867,298,0.91,5,5,4,3
FL1050-430,174,0.95,4,4,3,5
FL2204-353,182,0.99,3,5,4,4
FL2602-719,276,0.93,5,4,5,5
FL7271-118,230,1.0,5,3,5,4
FL6552-542,299,0.95,4,4,5,3
FL1108-910,172,0.98,5,3,3,3
FL8136-950,208,0.94,3,5,3,3
FL4035-742,182,0.96,4,5,5,4
FL6272-842,217,0.94,4,3,5,5
FL2247-106,290,0.96,3,3,4,4
FL4320-101,287,1.0,3,5,4,3
FL4369-274,256,0.93,5,4,3,4
FL2796-571,235,1.0,5,5,3,5
FL6881-279,175,0.94,4,3,5,5
FL1084-624,166,0.93,3,5,5,4
FL9615-114,255,0.95,4,5,4,3
FL7099-712,156,0.92,5,5,4,5
FL5701-330,162,0.97,5,5,5,4
FL4963-571,169,0.99,4,3,5,3
FL2623-387,281,0.99,4,3,5,5
FL3830-506,164,0.97,3,5,3,4
FL3471-639,231,0.9,5,3,3,3
FL4335-432,228,0.99,4,3,3,5
FL8484-517,225,0.95,5,4,4,3
FL6611-148,217,0.95,5,4,5,4
FL4358-120,221,0.98,4,4,4,5
FL6705-122,297,0.95,4,4,3,5
FL5120-409,195,0.96,3,4,5,3
FL2181-589,275,1.0,3,3,4,4
FL4221-781,267,0.99,3,3,4,5
FL5049-683,271,0.99,5,4,4,4
FL6656-922,178,0.97,5,3,5,4
FL9166-434,259,0.98,5,5,4,4
FL6119-875,209,0.93,4,3,5,4
FL5774-326,232,0.94,4,4,5,5
FL6339-294,262,0.9,4,5,4,4
FL3912-984,188,1.0,5,3,5,5
FL9045-799,179,0.97,4,5,5,3
FL7956-213,189,0.98,3,4,3,5
FL2305-593,252,0.91,4,4,5,3
FL5666-867,250,0.95,3,5,5,4
FL7165-880,168,0.91,5,4,4,4
FL3674-947,151,0.96,4,4,4,4
FL1305-777,150,0.93,5,3,3,3
FL1804-618,191,0.92,3,3,5,5
FL3963-924,196,0.94,5,5,3,5
FL2792-247,155,0.91,3,4,4,5
FL7958-680,175,0.93,3,3,5,5
FL3872-505,188,1.0,5,3,5,3
FL7937-797,232,0.93,4,4,3,4
FL2638-222,241,1.0,5,5,3,5
FL6036-866,174,0.91,4,3,3,3
FL8916-342,271,0.9,3,4,5,3
FL4990-730,161,0.94,5,5,3,4
FL2081-213,185,0.91,3,5,3,4
FL9025-859,203,0.99,5,5,3,4
FL9094-564,245,0.97,4,5,3,3
FL9801-312,193,0.9,3,3,3,3
FL4792-455,151,0.9,4,4,5,4
FL7007-944,214,0.94,3,5,5,3
FL5767-982,203,0.99,4,5,4,4
FL7439-309,298,0.98,3,4,5,4
FL3732-801,256,1.0,3,4,5,3
FL2204-174,178,0.93,4,3,3,4
FL5139-441,227,0.91,3,4,3,5
FL4297-419,215,0.9,5,5,4,5
